Gene_ID,Castle_Effect,Castle_Score,P_value
Afmid,0,0,0.765
Aga,0,0,0.874
Agap3,0,0,0.874
Agbl5,0,0,0.874
Agfg1,0,0,0.874
Agpat2,0,0,0.765
Agt,0,0,0.765
Ahnak,0,0,0.765
Ahsa2,0,0,0.734
AI182371,0,0,0.734
AI481877,0,0,0.809
AI597479,0,0,0.809
Aicda,0,0,0.765
Aig1,0,0,0.817
Aimp2,0,0,0.874
Ajap1,0,0,0.664
Akain1,0,0,0.664
Akap14,0,0,0.836
Akap6,0,0,0.836
Akap9,0,0,0.734
Akp3,0,0,0.836
Akr1b10,0,0,0.734
Akr1c14,0,0,0.734
Akr1c21,0,0,0.765
Akt1s1,0,0,0.809
Akt2,0,0,0.836
Aldh18a1,0,0,0.836
Aldh1a2,0,0,0.836
Aldh1b1,0,0,0.836
Aldoart1,0,0,0.734
Alg12,0,0,0.765
Alg5,0,0,0.837
Alg6,0,0,0.874
Alkal2,0,0,0.664
Alkbh1,0,0,0.837
Alkbh3,0,0,0.765
Alms1,0,0,0.765
Alox12,0,0,0.765
Alox15,0,0,0.765
Alox5,0,0,0.836
Alox5ap,0,0,0.817
Aloxe3,0,0,0.765
Alpi,0,0,0.765
Alpk1,0,0,0.836
Alpk2,0,0,0.836
Alpl,0,0,0.836
Als2cr12,0,0,0.809
Ambp,0,0,0.765
Amd1,0,0,0.765
Amd2,0,0,0.765
Amer1,0,0,0.765
Amh,0,0,0.765
Amigo3,0,0,0.809
Ammecr1,0,0,0.809
Ampd1,0,0,0.765
Amt,0,0,0.836
Anapc15,0,0,0.734
Anapc16,0,0,0.809
Anapc2,0,0,0.765
Anapc7,0,0,0.765
Ang5,0,0,0.734
Angel2,0,0,0.809
Angpt2,0,0,0.765
Angptl2,0,0,0.855
Angptl3,0,0,0.837
Angptl4,0,0,0.837
Ankdd1b,0,0,0.664
Ankfy1,0,0,0.837
Ankle1,0,0,0.809
Ankrd2,0,0,0.664
Ankrd34a,0,0,0.809
Ankrd45,0,0,0.855
Ankrd46,0,0,0.855
Ankrd50,0,0,0.887
Ankrd60,0,0,0.874
Ankrd65,0,0,0.664
Ankrd7,0,0,0.855
Ankrd9,0,0,0.809
Ano2,0,0,0.664
Ano7,0,0,0.817
Ano9,0,0,0.817
Anxa13,0,0,0.664
Aox2,0,0,0.734
Aox3,0,0,0.734
Ap1m2,0,0,0.874
Ap1s2,0,0,0.837
Ap3b1,0,0,0.874
Ap3b2,0,0,0.874
Ap4b1,0,0,0.874
Aph1b,0,0,0.874
Apip,0,0,0.809
Apln,0,0,0.837
Aplp1,0,0,0.874
Apob,0,0,0.874
Apobec4,0,0,0.765
Apobr,0,0,0.837
Apod,0,0,0.765
Apof,0,0,0.874
Apol10a,0,0,0.734
Apol10b,0,0,0.734
Apol11a,0,0,0.734
Apol9a,0,0,0.734
Apon,0,0,0.836
App,0,0,0.765
Aptx,0,0,0.765
Aqp3,0,0,0.817
Aqp5,0,0,0.664
Aqp7,0,0,0.664
Arap3,0,0,0.837
Arfgef3,0,0,0.837
Arfip2,0,0,0.874
Arg1,0,0,0.765
Arglu1,0,0,0.765
Arhgap10,0,0,0.837
Arhgap20,0,0,0.765
Arhgap24,0,0,0.837
Arhgap26,0,0,0.887
Arhgap4,0,0,0.874
Arhgap40,0,0,0.874
Arhgap44,0,0,0.837
Arhgap45,0,0,0.874
Arhgap8,0,0,0.837
Arhgdig,0,0,0.874
Arhgef10l,0,0,0.855
Arhgef2,0,0,0.855
Arhgef26,0,0,0.664
Arhgef39,0,0,0.809
Arhgef6,0,0,0.765
Arhgef7,0,0,0.765
Arhgef9,0,0,0.837
Arid1a,0,0,0.765
Arid2,0,0,0.855
Arih2,0,0,0.765
Arl16,0,0,0.809
Arl2bp,0,0,0.765
Arl4d,0,0,0.874
Arl5a,0,0,0.765
Arl8b,0,0,0.874
Arl9,0,0,0.765
Armc10,0,0,0.837
Armc2,0,0,0.809
Armc5,0,0,0.874
Armc8,0,0,0.809
Arrb1,0,0,0.837
Arrb2,0,0,0.837
Arrdc3,0,0,0.809
Arsj,0,0,0.765
Art3,0,0,0.664
Asb2,0,0,0.874
Asb4,0,0,0.874
Ascl2,0,0,0.855
Asgr2,0,0,0.836
Asic5,0,0,0.664
Asphd2,0,0,0.837
Asrgl1,0,0,0.836
Atf3,0,0,0.765
Atf7ip,0,0,0.855
Atg10,0,0,0.765
Atg16l2,0,0,0.809
Atg3,0,0,0.765
Atg4a,0,0,0.765
Atg4d,0,0,0.874
Atl2,0,0,0.837
Atn1,0,0,0.855
Atoh1,0,0,0.855
Atoh7,0,0,0.765
Atp10b,0,0,0.874
Atp11a,0,0,0.765
Atp12a,0,0,0.664
Atp13a4,0,0,0.664
Atp1b4,0,0,0.664
Atp2a3,0,0,0.837
Atp5g1,0,0,0.874
Atp5g3,0,0,0.874
Atp5j2,0,0,0.765
Atp5s,0,0,0.837
Atp6v0a2,0,0,0.765
Atp6v0b,0,0,0.874
Atp6v0d2,0,0,0.874
Atp6v1c2,0,0,0.874
Atp6v1d,0,0,0.765
Atp8b1,0,0,0.837
Atp8b2,0,0,0.837
Atxn7l3b,0,0,0.809
AU021092,0,0,0.664
AU022252,0,0,0.817
Aup1,0,0,0.874
Avl9,0,0,0.874
Avpi1,0,0,0.765
Avpr2,0,0,0.836
Axdnd1,0,0,0.809
Axin2,0,0,0.765
AY761184,0,0,0.734
Aym1,0,0,0.887
Azin1,0,0,0.809
B230219D22Rik,0,0,0.809
B230322F03Rik,0,0,0.887
B230359F08Rik,0,0,0.887
B3galt2,0,0,0.855
B3gat1,0,0,0.765
B3gnt2,0,0,0.817
B3gnt4,0,0,0.817
B430306N03Rik,0,0,0.734
B4galnt3,0,0,0.809
B4galnt4,0,0,0.809
B4galt5,0,0,0.765
Bace2,0,0,0.874
Bag4,0,0,0.874
Baiap2,0,0,0.809
Baiap2l2,0,0,0.809
Banf2,0,0,0.855
Baz1b,0,0,0.765
BB019430,0,0,0.887
Bbs10,0,0,0.874
Bbs12,0,0,0.874
Bbs4,0,0,0.765
BC024139,0,0,0.734
BC024978,0,0,0.874
BC035044,0,0,0.887
BC035947,0,0,0.887
BC037034,0,0,0.765
BC043934,0,0,0.887
BC048671,0,0,0.734
BC051665,0,0,0.734
BC053393,0,0,0.734
BC061195,0,0,0.887
Bcam,0,0,0.817
Bcap29,0,0,0.837
Bcar3,0,0,0.817
Bcl11a,0,0,0.765
Bcl2,0,0,0.765
Bcl2l10,0,0,0.765
Bcl2l2,0,0,0.765
Bcl7a,0,0,0.765
Bcl7c,0,0,0.809
Bcr,0,0,0.836
Becn1,0,0,0.874
Best1,0,0,0.664
Bex6,0,0,0.887
Bfsp2,0,0,0.837
Bglap,0,0,0.836
Bglap2,0,0,0.836
Bicd2,0,0,0.837
Bik,0,0,0.765
Birc5,0,0,0.765
Birc6,0,0,0.765
Bmp1,0,0,0.874
Bnip2,0,0,0.765
Bnipl,0,0,0.809
Boc,0,0,0.664
Bok,0,0,0.765
Bola2,0,0,0.734
Bop1,0,0,0.855
Bpgm,0,0,0.765
Bpifa5,0,0,0.734
Bpifb1,0,0,0.837
Bpifb5,0,0,0.734
Bpifb6,0,0,0.874
Bpifb9b,0,0,0.734
Braf,0,0,0.836
Brcc3,0,0,0.765
Brf2,0,0,0.855
Bri3,0,0,0.817
Brinp2,0,0,0.664
Bsnd,0,0,0.664
Bst1,0,0,0.836
Btbd17,0,0,0.664
Btbd3,0,0,0.887
Btbd35f14,0,0,0.734
Btbd35f22,0,0,0.734
Btbd35f28,0,0,0.734
Btbd35f29,0,0,0.734
Btbd35f30,0,0,0.734
Btbd35f5,0,0,0.734
Btbd35f7,0,0,0.734
Btbd7,0,0,0.874
Btd,0,0,0.855
Btg1,0,0,0.765
Btnl4,0,0,0.734
Btnl9,0,0,0.817
Bud13,0,0,0.809
C130074G19Rik,0,0,0.809
C130079G13Rik,0,0,0.887
C1galt1,0,0,0.837
C1qa,0,0,0.836
C1ql3,0,0,0.664
C1qtnf7,0,0,0.664
C1rb,0,0,0.836
C1s2,0,0,0.887
C230029F24Rik,0,0,0.887
C2cd3,0,0,0.809
C2cd4a,0,0,0.809
C2cd4c,0,0,0.809
C2cd4d,0,0,0.664
C2cd6,0,0,0.734
C3,0,0,0.836
C330011M18Rik,0,0,0.887
C530008M17Rik,0,0,0.734
C5ar2,0,0,0.664
C7,0,0,0.765
C87499,0,0,0.887
C9,0,0,0.837
Cables1,0,0,0.765
Cabp7,0,0,0.664
Cacna1c,0,0,0.836
Cacna1e,0,0,0.664
Cacna2d4,0,0,0.817
Cacng4,0,0,0.664
Cactin,0,0,0.855
Cacybp,0,0,0.765
Calb2,0,0,0.664
Calcb,0,0,0.734
Calhm1,0,0,0.874
Calm1,0,0,0.734
Camk2a,0,0,0.836
Camkk2,0,0,0.836
Camkv,0,0,0.836
Camsap3,0,0,0.809
Cant1,0,0,0.836
Capn13,0,0,0.874
Capn9,0,0,0.874
Car13,0,0,0.836
Car3,0,0,0.836
Car5a,0,0,0.836
Car5b,0,0,0.836
Car7,0,0,0.836
Card6,0,0,0.765
Carm1,0,0,0.765
Carmil1,0,0,0.765
Carmil3,0,0,0.809
Casc3,0,0,0.874
Caskin1,0,0,0.855
Casp12,0,0,0.734
Casp4,0,0,0.765
Catsper3,0,0,0.817
Catsperz,0,0,0.664
Cavin4,0,0,0.836
Cbfa2t3,0,0,0.765
Cblb,0,0,0.874
Cbln2,0,0,0.664
Cbr1,0,0,0.836
Cbr3,0,0,0.664
Cbs,0,0,0.809
Cbx2,0,0,0.837
Cc2d1b,0,0,0.809
Ccdc106,0,0,0.809
Ccdc110,0,0,0.664
Ccdc122,0,0,0.664
Ccdc125,0,0,0.809
Ccdc127,0,0,0.809
Ccdc13,0,0,0.809
Ccdc134,0,0,0.874
Ccdc152,0,0,0.664
Ccdc155,0,0,0.855
Ccdc158,0,0,0.664
Ccdc162,0,0,0.734
Ccdc167,0,0,0.817
Ccdc173,0,0,0.809
Ccdc178,0,0,0.664
Ccdc187,0,0,0.809
Ccdc32,0,0,0.765
Ccdc33,0,0,0.664
Ccdc36,0,0,0.809
Ccdc51,0,0,0.837
Ccdc59,0,0,0.855
Ccdc62,0,0,0.809
Ccdc65,0,0,0.664
Ccdc68,0,0,0.664
Ccdc78,0,0,0.809
Ccdc82,0,0,0.809
Ccdc92,0,0,0.837
Ccdc94,0,0,0.809
Ccdc97,0,0,0.809
Ccer2,0,0,0.664
Ccl26,0,0,0.734
Ccl3,0,0,0.874
Ccm2l,0,0,0.664
Ccna2,0,0,0.765
Ccnb1,0,0,0.765
Ccnb2,0,0,0.765
Ccni,0,0,0.765
Ccnl1,0,0,0.765
Ccno,0,0,0.765
Ccny,0,0,0.765
Ccnyl1,0,0,0.809
Ccpg1,0,0,0.765
Ccr10,0,0,0.817
Ccr1l1,0,0,0.734
Ccrl2,0,0,0.817
Ccser1,0,0,0.664
Cct6a,0,0,0.874
Cd2,0,0,0.765
Cd200r2,0,0,0.664
Cd200r3,0,0,0.887
Cd209c,0,0,0.734
Cd209e,0,0,0.836
Cd247,0,0,0.836
Cd300c,0,0,0.664
Cd300e,0,0,0.837
Cd300ld,0,0,0.664
Cd36,0,0,0.765
Cd44,0,0,0.765
Cd55b,0,0,0.836
Cd59b,0,0,0.809
Cd5l,0,0,0.765
Cd6,0,0,0.664
Cd7,0,0,0.817
Cd74,0,0,0.874
Cd82,0,0,0.817
Cd86,0,0,0.836
Cd8b1,0,0,0.664
Cd9,0,0,0.765
Cda,0,0,0.836
Cdc14a,0,0,0.836
Cdc14b,0,0,0.836
Cdc26,0,0,0.765
Cdc37l1,0,0,0.765
Cdca2,0,0,0.765
Cdca5,0,0,0.765
Cdh1,0,0,0.765
Cdh10,0,0,0.664
Cdh13,0,0,0.765
Cdh17,0,0,0.817
Cdh24,0,0,0.817
Cdh6,0,0,0.664
Cdip1,0,0,0.765
Cdk2,0,0,0.836
Cdkl1,0,0,0.836
Cdkn1a,0,0,0.836
Cdkn2c,0,0,0.836
Cdkn3,0,0,0.836
Cdnf,0,0,0.809
Cdx2,0,0,0.765
Ceacam18,0,0,0.664
Celf6,0,0,0.734
Cend1,0,0,0.664
Cenpe,0,0,0.765
Cenph,0,0,0.855
Cep192,0,0,0.765
Cep250,0,0,0.765
Cep41,0,0,0.765
Cep55,0,0,0.765
Cep57,0,0,0.765
Cep57l1,0,0,0.809
Cep68,0,0,0.765
Cep95,0,0,0.809
Cep97,0,0,0.809
Cer1,0,0,0.664
Cercam,0,0,0.837
Cerk,0,0,0.836
Ces1h,0,0,0.734
Ces2c,0,0,0.734
Cetn2,0,0,0.855
Cetn3,0,0,0.765
Cfap126,0,0,0.887
Cfap161,0,0,0.664
Cfap36,0,0,0.887
Cfap43,0,0,0.887
Cfap44,0,0,0.887
Cfap73,0,0,0.664
Cfap74,0,0,0.887
Cfap77,0,0,0.664
Cfc1,0,0,0.664
Cfdp1,0,0,0.765
Cflar,0,0,0.887
Cgnl1,0,0,0.837
Cgref1,0,0,0.765
Ch25h,0,0,0.837
Chaf1a,0,0,0.765
Chchd1,0,0,0.837
Chchd3,0,0,0.837
Chd1,0,0,0.836
Chd4,0,0,0.874
Chd5,0,0,0.874
Chd8,0,0,0.765
Chek2,0,0,0.836
Chga,0,0,0.874
Chic1,0,0,0.837
Chic2,0,0,0.765
Chil1,0,0,0.887
Chil5,0,0,0.887
Chm,0,0,0.836
Chmp3,0,0,0.874
Chordc1,0,0,0.874
Chpf2,0,0,0.837
Chrac1,0,0,0.855
Chrm4,0,0,0.836
Chrna1,0,0,0.836
Chrna6,0,0,0.836
Chrne,0,0,0.836
Chst1,0,0,0.765
Chst12,0,0,0.765
Chst5,0,0,0.765
Chst8,0,0,0.664
Chsy3,0,0,0.765
Chtf18,0,0,0.837
Chuk,0,0,0.836
Cidea,0,0,0.765
Cish,0,0,0.874
Cit,0,0,0.836
Cks2,0,0,0.836
Clasp1,0,0,0.765
Clasrp,0,0,0.734
Clca2,0,0,0.887
Clca4b,0,0,0.887
Clcn3,0,0,0.874
Clcn5,0,0,0.837
Cldn10,0,0,0.664
Cldn15,0,0,0.817
Cldn16,0,0,0.664
Cldn17,0,0,0.664
Cldn18,0,0,0.664
Cldn2,0,0,0.664
Cldn3,0,0,0.765
Cldn34a,0,0,0.734
Cldn34c1,0,0,0.734
Cldn34c2,0,0,0.734
Cldn34c3,0,0,0.734
Cldn34c4,0,0,0.734
Cldn7,0,0,0.817
Cldnd1,0,0,0.817
Clec12b,0,0,0.664
Clec14a,0,0,0.664
Clec1a,0,0,0.664
Clec2h,0,0,0.734
Clec2j,0,0,0.887
Clec2l,0,0,0.837
Clec3a,0,0,0.664
Clec4a3,0,0,0.734
Clec4d,0,0,0.874
Clec4e,0,0,0.664
Clec4n,0,0,0.817
Clip3,0,0,0.809
Clk2,0,0,0.836
Clk4,0,0,0.836
Clmn,0,0,0.664
Clp1,0,0,0.765
Clspn,0,0,0.765
Cluh,0,0,0.874
Cmah,0,0,0.734
Cmss1,0,0,0.809
Cmtm3,0,0,0.664
Cmya5,0,0,0.734
Cnbd2,0,0,0.664
Cndp1,0,0,0.874
Cnfn,0,0,0.664
Cnn1,0,0,0.837
Cnnm3,0,0,0.817
Cnnm4,0,0,0.837
Cnot11,0,0,0.809
Cnot6l,0,0,0.765
Cnr1,0,0,0.836
Cnrip1,0,0,0.809
Cntf,0,0,0.765
Cntfr,0,0,0.664
Cntn2,0,0,0.765
Cntn3,0,0,0.765
Cntn4,0,0,0.765
Cntn5,0,0,0.765
Coa7,0,0,0.887
Cobll1,0,0,0.837
Cog1,0,0,0.837
Cog2,0,0,0.874
Col11a1,0,0,0.765
Col13a1,0,0,0.664
Col15a1,0,0,0.809
Col19a1,0,0,0.765
Col1a1,0,0,0.765
Col24a1,0,0,0.664
Col4a1,0,0,0.765
Col4a4,0,0,0.765
Col5a1,0,0,0.765
Col6a3,0,0,0.809
Colec10,0,0,0.664
Commd10,0,0,0.837
Commd5,0,0,0.765
Comt,0,0,0.765
Cop1,0,0,0.855
Cops9,0,0,0.809
Coq2,0,0,0.837
Coro2a,0,0,0.887
Coro2b,0,0,0.837
Cox4i2,0,0,0.837
Cox6b1,0,0,0.765
Cox7a2,0,0,0.837
Cpa1,0,0,0.836
Cpd,0,0,0.836
Cped1,0,0,0.837
Cpm,0,0,0.874
Cpn2,0,0,0.874
Cpne2,0,0,0.837
Cpsf7,0,0,0.855
Cpt1b,0,0,0.765
Cr1l,0,0,0.874
Crabp1,0,0,0.874
Crat,0,0,0.836
Crb1,0,0,0.664
Creb3l1,0,0,0.855
Creg2,0,0,0.837
Crh,0,0,0.836
Crhbp,0,0,0.664
Crhr2,0,0,0.664
Crisp4,0,0,0.664
Crmp1,0,0,0.664
Crnkl1,0,0,0.765
Crtam,0,0,0.664
Crtc1,0,0,0.765
Crtc3,0,0,0.809
Cryga,0,0,0.874
Crygs,0,0,0.874
Crym,0,0,0.837
Csdc2,0,0,0.855
Csf2rb,0,0,0.836
Csf2rb2,0,0,0.836
Csgalnact1,0,0,0.837
Csk,0,0,0.836
Csmd1,0,0,0.837
Csmd2,0,0,0.664
Csnk1e,0,0,0.836
Csrnp1,0,0,0.765
Cst12,0,0,0.734
Cst7,0,0,0.765
Cst9,0,0,0.664
Ctbp2,0,0,0.765
Ctcf,0,0,0.765
Ctdsp2,0,0,0.836
Ctf2,0,0,0.734
Ctla4,0,0,0.836
Ctnnal1,0,0,0.837
Ctps2,0,0,0.837
Cts3,0,0,0.887
Cts8,0,0,0.734
Ctsd,0,0,0.765
Ctso,0,0,0.874
Ctsw,0,0,0.874
Ctsz,0,0,0.874
Cttn,0,0,0.874
Ctxn1,0,0,0.817
Ctxn2,0,0,0.664
Ctxn3,0,0,0.664
Cul1,0,0,0.855
Cul4b,0,0,0.765
Cuta,0,0,0.836
Cwc15,0,0,0.855
Cwc27,0,0,0.874
Cwf19l2,0,0,0.809
Cxcl13,0,0,0.664
Cxcl15,0,0,0.874
Cxcl5,0,0,0.874
Cyb561d1,0,0,0.817
Cyb5d2,0,0,0.837
Cyb5rl,0,0,0.809
Cyba,0,0,0.837
Cybrd1,0,0,0.874
Cylc1,0,0,0.734
Cyp1a2,0,0,0.765
Cyp21a1,0,0,0.765
Cyp27a1,0,0,0.837
Cyp27b1,0,0,0.765
Cyp2a12,0,0,0.734
Cyp2ab1,0,0,0.734
Cyp2c37,0,0,0.734
Cyp2c38,0,0,0.836
Cyp2c40,0,0,0.734
Cyp2c67,0,0,0.734
Cyp2c69,0,0,0.734
Cyp2d26,0,0,0.734
Cyp2j13,0,0,0.734
Cyp2j5,0,0,0.734
Cyp3a59,0,0,0.734
Cyp46a1,0,0,0.874
Cyp4a14,0,0,0.734
Cyp4b1,0,0,0.874
Cyp4f40,0,0,0.837
Cyp4v3,0,0,0.874
Cyp4x1,0,0,0.874
Cyp7a1,0,0,0.837
Cyr61,0,0,0.809
Cyth1,0,0,0.887
D1Pas1,0,0,0.734
D7Ertd443e,0,0,0.765
D8Ertd738e,0,0,0.809
D930020B18Rik,0,0,0.809
Daam2,0,0,0.874
Dab1,0,0,0.765
Dap3,0,0,0.765
Dapk2,0,0,0.836
Dapk3,0,0,0.836
Dars,0,0,0.836
Dazap1,0,0,0.734
Dbn1,0,0,0.837
Dbndd1,0,0,0.809
Dbndd2,0,0,0.809
Dcaf12l2,0,0,0.765
Dcaf5,0,0,0.837
Dcaf8,0,0,0.664
Dcakd,0,0,0.837
Dcc,0,0,0.765
Dcdc2c,0,0,0.664
Dclk2,0,0,0.836
Dclk3,0,0,0.836
Dclre1c,0,0,0.765
Dcpp1,0,0,0.734
Dcps,0,0,0.836
Dctn1,0,0,0.855
Dctn3,0,0,0.765
Dctn4,0,0,0.765
Dcun1d5,0,0,0.874
Ddb2,0,0,0.765
Ddo,0,0,0.765
Ddx27,0,0,0.855
Ddx39,0,0,0.874
Ddx4,0,0,0.765
Ddx42,0,0,0.874
Ddx5,0,0,0.874
Ddx50,0,0,0.855
Ddx52,0,0,0.874
Ddx56,0,0,0.855
Ddx59,0,0,0.855
Ddx60,0,0,0.855
Dedd2,0,0,0.765
Def8,0,0,0.765
Defa-rs7,0,0,0.734
Defa23,0,0,0.734
Defa29,0,0,0.734
Defa3,0,0,0.734
Defa30,0,0,0.734
Defb12,0,0,0.664
Defb22,0,0,0.734
Defb29,0,0,0.664
Defb3,0,0,0.887
Defb40,0,0,0.734
Defb42,0,0,0.734
Defb5,0,0,0.887
Dek,0,0,0.765
Dennd2a,0,0,0.765
Dennd3,0,0,0.809
Dennd5b,0,0,0.817
Dennd6a,0,0,0.809
Denr,0,0,0.855
Dexi,0,0,0.817
Dffa,0,0,0.765
Dffb,0,0,0.765
Dgat1,0,0,0.837
Dgcr6,0,0,0.734
Dgcr8,0,0,0.855
Dgke,0,0,0.836
Dgkh,0,0,0.836
Dhcr24,0,0,0.765
Dhrs2,0,0,0.734
Dhrs9,0,0,0.874
Dhx8,0,0,0.874
Dio2,0,0,0.664
Dip2c,0,0,0.765
Dis3l,0,0,0.855
Dis3l2,0,0,0.809
Dkk2,0,0,0.765
Dlat,0,0,0.836
Dlc1,0,0,0.765
Dlg4,0,0,0.836
Dlgap1,0,0,0.664
Dlgap3,0,0,0.809
Dlk1,0,0,0.817
Dlx4,0,0,0.855
Dlx5,0,0,0.874
Dmap1,0,0,0.855
Dmbt1,0,0,0.765
Dmrt3,0,0,0.855
Dmtn,0,0,0.809
Dmwd,0,0,0.809
Dmxl2,0,0,0.874
Dnaaf1,0,0,0.664
Dnaaf5,0,0,0.765
Dnah6,0,0,0.837
Dnah7b,0,0,0.837
Dnaic2,0,0,0.837
Dnaja1,0,0,0.765
Dnajb3,0,0,0.734
Dnajc11,0,0,0.874
Dnajc15,0,0,0.765
Dnajc27,0,0,0.874
Dnajc8,0,0,0.874
Dnal1,0,0,0.837
Dnal4,0,0,0.874
Dnase2a,0,0,0.887
Dnm3,0,0,0.765
Dnmbp,0,0,0.874
Dnmt3b,0,0,0.765
Dnph1,0,0,0.809
Dock1,0,0,0.765
Dock8,0,0,0.837
Dock9,0,0,0.765
Dok7,0,0,0.664
Dpep2,0,0,0.874
Dpp3,0,0,0.874
Dpt,0,0,0.874
Dram1,0,0,0.874
Drg2,0,0,0.874
Dscam,0,0,0.855
Dse,0,0,0.874
Dsg2,0,0,0.817
Dsg4,0,0,0.837
Dst,0,0,0.734
Dtnb,0,0,0.837
Dtnbp1,0,0,0.664
Dtwd1,0,0,0.809
Dtymk,0,0,0.765
Duox1,0,0,0.664
Dus2,0,0,0.887
Dusp1,0,0,0.765
Dusp13,0,0,0.836
Dusp14,0,0,0.836
Dusp22,0,0,0.836
Dusp23,0,0,0.836
Dusp4,0,0,0.765
Dusp9,0,0,0.765
Dvl1,0,0,0.874
Dydc1,0,0,0.664
Dync1h1,0,0,0.765
Dync1li1,0,0,0.765
Dync1li2,0,0,0.874
Dytn,0,0,0.664
Dzip1,0,0,0.855
Dzip1l,0,0,0.855
E130308A19Rik,0,0,0.734
E130309D02Rik,0,0,0.765
E230025N22Rik,0,0,0.734
E230029C05Rik,0,0,0.887
E2f4,0,0,0.765
E2f6,0,0,0.855
E330021D16Rik,0,0,0.887
Eaf1,0,0,0.855
Ear10,0,0,0.734
Ebf3,0,0,0.855
Ebi3,0,0,0.809
Ebna1bp2,0,0,0.855
Ecd,0,0,0.855
Eda,0,0,0.734
Eddm3b,0,0,0.765
Edem2,0,0,0.874
Edil3,0,0,0.887
Ednrb,0,0,0.765
Eepd1,0,0,0.855
Efcab10,0,0,0.734
Efcab12,0,0,0.809
Efcab2,0,0,0.765
Efhb,0,0,0.809
Efs,0,0,0.664
Egfem1,0,0,0.734
Egfr,0,0,0.836
Egr2,0,0,0.855
Ehbp1l1,0,0,0.734
Ei24,0,0,0.765
Eif2a,0,0,0.874
Eif2ak2,0,0,0.836
Eif3d,0,0,0.855
Eif3l,0,0,0.855
Eif3m,0,0,0.837
Eif4a2,0,0,0.765
Eif4a3,0,0,0.837
Eif4e2,0,0,0.855
Elavl2,0,0,0.855
Elfn1,0,0,0.817
Elfn2,0,0,0.887
Elovl7,0,0,0.837
Emc4,0,0,0.837
Emd,0,0,0.817
Eme1,0,0,0.765
Emilin3,0,0,0.664
Eml4,0,0,0.765
Eml6,0,0,0.809
Emp1,0,0,0.765
Emx2,0,0,0.855
En1,0,0,0.855
En2,0,0,0.836
Endov,0,0,0.765
Eno1b,0,0,0.887
Eno4,0,0,0.664
Enox1,0,0,0.809
Entpd3,0,0,0.664
Entpd6,0,0,0.765
Epb41l2,0,0,0.837
Epb41l4b,0,0,0.837
Epcam,0,0,0.837
Epha10,0,0,0.836
Epha3,0,0,0.836
Ephx1,0,0,0.874
Epop,0,0,0.809
Eps15l1,0,0,0.837
Epx,0,0,0.836
Eqtn,0,0,0.837
Erap1,0,0,0.874
Erbb2,0,0,0.836
Erbb4,0,0,0.836
Erbin,0,0,0.765
Ercc1,0,0,0.765
Ercc3,0,0,0.765
Ercc6,0,0,0.765
Ercc6l,0,0,0.855
Ercc8,0,0,0.765
Erich2,0,0,0.664
Ermp1,0,0,0.874
Ero1lb,0,0,0.836
Esco2,0,0,0.765
Esd,0,0,0.836
Esx1,0,0,0.887
Esyt1,0,0,0.765
Etd,0,0,0.887
Ets2,0,0,0.765
Exd2,0,0,0.664
Exoc8,0,0,0.874
Exog,0,0,0.837
Exosc10,0,0,0.855
Exosc3,0,0,0.855
Exosc4,0,0,0.855
Exosc8,0,0,0.855
Ezh2,0,0,0.765
F13a1,0,0,0.836
F930017D23Rik,0,0,0.887
Fa2h,0,0,0.837
Faap100,0,0,0.765
Faap24,0,0,0.765
Fabp3-ps1,0,0,0.887
Fabp5,0,0,0.874
Fabp6,0,0,0.836
Fabp7,0,0,0.874
Fabp9,0,0,0.765
Fads2,0,0,0.836
Fads3,0,0,0.874
Faf2,0,0,0.874
Fahd2a,0,0,0.837
Faim2,0,0,0.765
Fam105a,0,0,0.817
Fam109b,0,0,0.809
Fam110c,0,0,0.765
Fam117b,0,0,0.809
Fam129c,0,0,0.664
Fam131a,0,0,0.809
Fam151a,0,0,0.664
Fam160b1,0,0,0.809
Fam163b,0,0,0.664
Fam166b,0,0,0.664
Fam181a,0,0,0.664
Fam184b,0,0,0.734
Fam187a,0,0,0.734
Fam189a2,0,0,0.855
Fam189b,0,0,0.817
Fam193a,0,0,0.809
Fam193b,0,0,0.734
Fam196a,0,0,0.664
Fam196b,0,0,0.664
Fam20c,0,0,0.837
Fam216b,0,0,0.664
Fam220a,0,0,0.765
Fam221a,0,0,0.809
Fam227a,0,0,0.809
Fam241a,0,0,0.817
Fam25c,0,0,0.734
Fam26d,0,0,0.664
Fam35a,0,0,0.809
Fam3b,0,0,0.837
Fam43a,0,0,0.809
Fam46c,0,0,0.809
Fam47c,0,0,0.664
Fam49a,0,0,0.664
Fam69c,0,0,0.664
Fam71d,0,0,0.765
Fam76a,0,0,0.809
Fam76b,0,0,0.765
Fam81a,0,0,0.664
Fam83e,0,0,0.664
Fam83f,0,0,0.809
Fas,0,0,0.765
Fbll1,0,0,0.734
Fbln1,0,0,0.765
Fbn2,0,0,0.765
Fbrs,0,0,0.809
Fbxl13,0,0,0.874
Fbxl4,0,0,0.874
Fbxo15,0,0,0.874
Fbxo18,0,0,0.874
Fbxo3,0,0,0.874
Fbxo32,0,0,0.874
Fbxo34,0,0,0.874
Fbxo38,0,0,0.734
Fbxo40,0,0,0.874
Fbxw17,0,0,0.734
Fbxw26,0,0,0.734
Fbxw28,0,0,0.734
Fbxw5,0,0,0.837
Fbxw9,0,0,0.874
Fchsd1,0,0,0.809
Fcna,0,0,0.734
Fcrl5,0,0,0.664
