Gene_ID,Castle_Effect,Castle_Score,P_value
Enpp4,0,0,0.661
Enpp5,0,0,0.597
Enpp6,0,0,0.696
Enpp7,0,0,0.82
Entpd3,0,0,0.597
Entpd6,0,0,0.661
Ep400,0,0,0.661
Epb41l2,0,0,0.82
Epdr1,0,0,0.597
Epg5,0,0,0.661
Epha10,0,0,0.762
Epha2,0,0,0.762
Epha3,0,0,0.762
Epha5,0,0,0.762
Ephb2,0,0,0.762
Ephx1,0,0,0.696
Ephx3,0,0,0.806
Epor,0,0,0.762
Epp13,0,0,0.776
Eps15,0,0,0.661
Eps15l1,0,0,0.82
Erbb2,0,0,0.762
Erbb3,0,0,0.762
Erbin,0,0,0.661
Ercc3,0,0,0.661
Ercc4,0,0,0.661
Ercc5,0,0,0.661
Ercc6,0,0,0.661
Ergic1,0,0,0.696
Eri2,0,0,0.734
Eri3,0,0,0.857
Erich2,0,0,0.597
Erich5,0,0,0.776
Erich6,0,0,0.776
Erlin2,0,0,0.696
Erp27,0,0,0.82
Errfi1,0,0,0.661
Esd,0,0,0.762
Esp1,0,0,0.776
Esp18,0,0,0.776
Esp34,0,0,0.776
Esp4,0,0,0.776
Esp6,0,0,0.776
Esr2,0,0,0.661
Esrra,0,0,0.857
Esrrb,0,0,0.857
Esx1,0,0,0.776
Etd,0,0,0.776
Etfbkmt,0,0,0.734
Ethe1,0,0,0.82
Etl4,0,0,0.597
Etnppl,0,0,0.597
Ets2,0,0,0.661
Etv4,0,0,0.661
Etv6,0,0,0.661
Eva1b,0,0,0.806
Evc,0,0,0.597
Evc2,0,0,0.597
Evi5l,0,0,0.569
Exoc3,0,0,0.696
Exoc6,0,0,0.82
Exoc8,0,0,0.696
Exosc3,0,0,0.857
Exosc5,0,0,0.762
Ezh1,0,0,0.696
Ezh2,0,0,0.661
F5,0,0,0.762
F8a,0,0,0.597
F930017D23Rik,0,0,0.776
Fa2h,0,0,0.82
Faah,0,0,0.776
Fabp1,0,0,0.696
Fabp12,0,0,0.597
Fabp5,0,0,0.696
Fabp6,0,0,0.762
Fabp7,0,0,0.696
Fabp9,0,0,0.661
Fads3,0,0,0.696
Faf2,0,0,0.696
Fam107a,0,0,0.597
Fam120b,0,0,0.734
Fam126b,0,0,0.734
Fam129a,0,0,0.696
Fam151a,0,0,0.597
Fam159a,0,0,0.696
Fam160b1,0,0,0.734
Fam162b,0,0,0.597
Fam163b,0,0,0.597
Fam166a,0,0,0.597
Fam167a,0,0,0.597
Fam171a2,0,0,0.857
Fam174a,0,0,0.806
Fam178b,0,0,0.734
Fam185a,0,0,0.734
Fam187a,0,0,0.569
Fam189a2,0,0,0.857
Fam189b,0,0,0.806
Fam193b,0,0,0.569
Fam196a,0,0,0.597
Fam196b,0,0,0.597
Fam198b,0,0,0.597
Fam19a3,0,0,0.734
Fam19a4,0,0,0.597
Fam19a5,0,0,0.661
Fam205a1,0,0,0.597
Fam205c,0,0,0.569
Fam20a,0,0,0.82
Fam20b,0,0,0.82
Fam212a,0,0,0.734
Fam214a,0,0,0.734
Fam214b,0,0,0.734
Fam216b,0,0,0.597
Fam217b,0,0,0.734
Fam227b,0,0,0.734
Fam228b,0,0,0.734
Fam229a,0,0,0.734
Fam240b,0,0,0.776
Fam26f,0,0,0.597
Fam35a,0,0,0.734
Fam3a,0,0,0.597
Fam3b,0,0,0.82
Fam45a,0,0,0.696
Fam46c,0,0,0.734
Fam47c,0,0,0.597
Fam49a,0,0,0.597
Fam49b,0,0,0.734
Fam50b,0,0,0.597
Fam58b,0,0,0.734
Fam69c,0,0,0.597
Fam71e2,0,0,0.597
Fam71f1,0,0,0.597
Fam71f2,0,0,0.734
Fam76a,0,0,0.734
Fam76b,0,0,0.661
Fam78a,0,0,0.734
Fam81a,0,0,0.597
Fam83a,0,0,0.734
Fancd2os,0,0,0.597
Fance,0,0,0.661
Farsa,0,0,0.762
Farsb,0,0,0.661
Fasl,0,0,0.661
Fasn,0,0,0.661
Fastk,0,0,0.762
Fat4,0,0,0.597
Fau,0,0,0.696
Fblim1,0,0,0.82
Fbll1,0,0,0.569
Fbln1,0,0,0.661
Fbrs,0,0,0.734
Fbxl20,0,0,0.661
Fbxl21,0,0,0.696
Fbxl22,0,0,0.569
Fbxl3,0,0,0.696
Fbxo15,0,0,0.696
Fbxo17,0,0,0.696
Fbxo18,0,0,0.696
Fbxo27,0,0,0.696
Fbxo28,0,0,0.696
Fbxo3,0,0,0.696
Fbxo34,0,0,0.696
Fbxo38,0,0,0.569
Fbxo40,0,0,0.696
Fbxo44,0,0,0.696
Fbxo5,0,0,0.661
Fbxw15,0,0,0.569
Fbxw17,0,0,0.569
Fbxw2,0,0,0.661
Fbxw21,0,0,0.569
Fbxw22,0,0,0.569
Fbxw24,0,0,0.569
Fbxw26,0,0,0.569
Fbxw28,0,0,0.569
Fbxw8,0,0,0.696
Fcamr,0,0,0.597
Fcer1g,0,0,0.762
Fcer2a,0,0,0.597
Fcf1,0,0,0.82
Fcgbp,0,0,0.661
Fcgrt,0,0,0.696
Fcho2,0,0,0.734
Fcna,0,0,0.569
Fcrl6,0,0,0.597
Fcrls,0,0,0.569
Fdxr,0,0,0.762
Fem1b,0,0,0.661
Fez2,0,0,0.734
Ffar2,0,0,0.696
Fgf12,0,0,0.597
Fgf13,0,0,0.661
Fgf14,0,0,0.661
Fgf16,0,0,0.597
Fgf23,0,0,0.661
Fgf7,0,0,0.661
Fgfr1,0,0,0.776
Fgfr1op2,0,0,0.734
Fgfrl1,0,0,0.82
Fggy,0,0,0.762
Fgl2,0,0,0.597
Fgr,0,0,0.762
Fhad1,0,0,0.734
Fhit,0,0,0.661
Fibin,0,0,0.857
Fig4,0,0,0.696
Filip1,0,0,0.597
Fkbp10,0,0,0.696
Fkbp1a,0,0,0.661
Fkbp1b,0,0,0.696
Fkbp2,0,0,0.696
Fkbp4,0,0,0.696
Fkbp5,0,0,0.696
Fkbp8,0,0,0.661
Fkbpl,0,0,0.696
Fkrp,0,0,0.82
Flcn,0,0,0.661
Fli1,0,0,0.661
Flii,0,0,0.661
Flrt1,0,0,0.806
Flrt3,0,0,0.597
Flt1,0,0,0.762
Flt3,0,0,0.762
Flywch2,0,0,0.734
Fmn2,0,0,0.82
Fmo3,0,0,0.696
Fmo4,0,0,0.696
Fmo5,0,0,0.696
Fmo6,0,0,0.569
Fmr1nb,0,0,0.569
Fnbp1,0,0,0.661
Fnbp1l,0,0,0.569
Fndc3b,0,0,0.776
Fndc3c1,0,0,0.569
Fndc4,0,0,0.806
Fnta,0,0,0.762
Foxa1,0,0,0.696
Foxa2,0,0,0.696
Foxa3,0,0,0.696
Foxb2,0,0,0.569
Foxe1,0,0,0.857
Foxf1,0,0,0.857
Foxg1,0,0,0.661
Foxm1,0,0,0.857
Foxo1,0,0,0.661
Foxp1,0,0,0.569
Foxp3,0,0,0.696
Foxs1,0,0,0.857
Fpgt,0,0,0.661
Fpr-rs3,0,0,0.569
Fpr-rs4,0,0,0.569
Fpr-rs6,0,0,0.569
Fpr1,0,0,0.762
Fra10ac1,0,0,0.734
Fras1,0,0,0.734
Frg2f1,0,0,0.597
Frk,0,0,0.762
Frmpd3,0,0,0.776
Fscn3,0,0,0.82
Fshb,0,0,0.597
Fstl1,0,0,0.734
Fstl4,0,0,0.597
Fthl17,0,0,0.569
Fthl17d,0,0,0.569
Fthl17f,0,0,0.569
Ftsj1,0,0,0.696
Fuca1,0,0,0.696
Fundc1,0,0,0.696
Fundc2,0,0,0.82
Fut2,0,0,0.597
Fut9,0,0,0.661
Fxr1,0,0,0.661
Fxyd3,0,0,0.597
Fxyd4,0,0,0.597
Fxyd6,0,0,0.597
Fxyd7,0,0,0.806
Fyn,0,0,0.762
Fyttd1,0,0,0.597
Fzd3,0,0,0.661
Fzd5,0,0,0.806
Fzd6,0,0,0.776
Fzd8,0,0,0.661
Fzr1,0,0,0.661
G0s2,0,0,0.661
G6pd2,0,0,0.776
G730003C15Rik,0,0,0.776
Gab3,0,0,0.776
Gabarapl1,0,0,0.696
Gabpb1,0,0,0.696
Gabrb2,0,0,0.762
Gabrd,0,0,0.762
Gadd45g,0,0,0.661
Gadd45gip1,0,0,0.661
Gal3st2,0,0,0.734
Gal3st2c,0,0,0.734
Gal3st4,0,0,0.806
Galk1,0,0,0.762
Galk2,0,0,0.762
Galnt11,0,0,0.82
Galnt13,0,0,0.597
Galnt14,0,0,0.597
Galnt15,0,0,0.696
Galnt16,0,0,0.597
Galnt17,0,0,0.661
Galp,0,0,0.597
Galr2,0,0,0.806
Ganc,0,0,0.696
Garem1,0,0,0.597
Gas1,0,0,0.661
Gas6,0,0,0.661
Gas8,0,0,0.82
Gata4,0,0,0.661
Gata5,0,0,0.857
Gatad1,0,0,0.857
Gatd1,0,0,0.734
Gatsl3,0,0,0.734
Gbp2b,0,0,0.597
Gc,0,0,0.696
Gcc1,0,0,0.734
Gcc2,0,0,0.734
Gch1,0,0,0.762
Gck,0,0,0.762
Gclm,0,0,0.661
Gcn1l1,0,0,0.696
Gcnt2,0,0,0.806
Gcnt3,0,0,0.597
Gcnt4,0,0,0.661
Gcnt7,0,0,0.597
Gda,0,0,0.661
Gde1,0,0,0.82
Gdf2,0,0,0.597
Gdf5,0,0,0.597
Gdpd5,0,0,0.806
Gemin4,0,0,0.857
Gemin6,0,0,0.857
Gemin7,0,0,0.857
Gfap,0,0,0.661
Gfi1,0,0,0.661
Gfi1b,0,0,0.661
Gfm2,0,0,0.82
Gfod1,0,0,0.661
Gfod2,0,0,0.597
Gfra2,0,0,0.597
Ggnbp1,0,0,0.569
Ggt1,0,0,0.661
Ggt6,0,0,0.696
Ggta1,0,0,0.569
Gh,0,0,0.597
Gid4,0,0,0.696
Gimap1,0,0,0.696
Gimap4,0,0,0.597
Gimap5,0,0,0.734
Gimap6,0,0,0.597
Gimap8,0,0,0.82
Ginm1,0,0,0.806
Gins4,0,0,0.661
Gja10,0,0,0.597
Gja4,0,0,0.597
Gjb5,0,0,0.597
Gjb6,0,0,0.597
Gjc1,0,0,0.806
Gjc2,0,0,0.597
Gk5,0,0,0.762
Gkn3,0,0,0.569
Glb1l,0,0,0.696
Glb1l2,0,0,0.734
Glcci1,0,0,0.661
Glipr1l2,0,0,0.597
Glis2,0,0,0.857
Glo1,0,0,0.661
Glp2r,0,0,0.762
Glra2,0,0,0.762
Glrx,0,0,0.762
Glt28d2,0,0,0.569
Glt6d1,0,0,0.762
Gm10013,0,0,0.776
Gm10024,0,0,0.597
Gm10036,0,0,0.776
Gm10057,0,0,0.569
Gm10100,0,0,0.597
Gm10109,0,0,0.776
Gm10176,0,0,0.776
Gm10228,0,0,0.776
Gm10244,0,0,0.776
Gm10251,0,0,0.776
Gm10272,0,0,0.776
Gm10302,0,0,0.569
Gm10308,0,0,0.776
Gm10318,0,0,0.597
Gm10334,0,0,0.569
Gm10337,0,0,0.776
Gm10339,0,0,0.776
Gm10369,0,0,0.776
Gm10392,0,0,0.776
Gm10399,0,0,0.776
Gm10406,0,0,0.569
Gm10419,0,0,0.776
Gm10436,0,0,0.569
Gm10439,0,0,0.569
Gm10482,0,0,0.776
Gm10509,0,0,0.776
Gm10517,0,0,0.776
Gm10521,0,0,0.776
Gm10619,0,0,0.776
Gm10634,0,0,0.569
Gm10639,0,0,0.762
Gm10662,0,0,0.569
Gm10663,0,0,0.776
Gm10666,0,0,0.569
Gm10696,0,0,0.569
Gm10762,0,0,0.776
Gm10775,0,0,0.776
Gm10787,0,0,0.776
Gm10797,0,0,0.776
Gm10799,0,0,0.776
Gm10840,0,0,0.776
Gm10842,0,0,0.776
Gm10964,0,0,0.776
Gm11020,0,0,0.776
Gm1110,0,0,0.569
Gm11232,0,0,0.776
Gm11236,0,0,0.569
Gm11237,0,0,0.569
Gm11238,0,0,0.569
Gm11437,0,0,0.597
Gm11492,0,0,0.776
Gm11555,0,0,0.776
Gm11559,0,0,0.569
Gm11564,0,0,0.776
Gm11565,0,0,0.569
Gm11567,0,0,0.776
Gm11595,0,0,0.597
Gm11757,0,0,0.569
Gm11758,0,0,0.569
Gm11808,0,0,0.776
Gm11992,0,0,0.597
Gm12185,0,0,0.569
Gm12353,0,0,0.776
Gm12695,0,0,0.597
Gm12789,0,0,0.776
Gm12800,0,0,0.776
Gm13023,0,0,0.569
Gm13084,0,0,0.569
Gm13088,0,0,0.569
Gm13089,0,0,0.776
Gm13103,0,0,0.569
Gm13124,0,0,0.569
Gm13271,0,0,0.569
Gm13285,0,0,0.569
Gm13287,0,0,0.569
Gm1330,0,0,0.569
Gm13691,0,0,0.776
Gm13693,0,0,0.776
Gm13694,0,0,0.776
Gm13695,0,0,0.776
Gm13696,0,0,0.776
Gm13697,0,0,0.776
Gm13698,0,0,0.776
Gm13871,0,0,0.569
Gm14124,0,0,0.569
Gm14137,0,0,0.82
Gm14147,0,0,0.569
Gm14151,0,0,0.569
Gm14180,0,0,0.776
Gm14214,0,0,0.776
Gm14226,0,0,0.776
Gm14322,0,0,0.776
Gm14597,0,0,0.569
Gm14692,0,0,0.569
Gm14851,0,0,0.569
Gm15091,0,0,0.569
Gm15097,0,0,0.569
Gm15128,0,0,0.569
Gm15130,0,0,0.776
Gm15140,0,0,0.569
Gm15292,0,0,0.569
Gm15293,0,0,0.569
Gm15294,0,0,0.776
Gm15401,0,0,0.776
Gm15821,0,0,0.776
Gm16253,0,0,0.776
Gm16286,0,0,0.776
Gm16372,0,0,0.776
Gm16405,0,0,0.569
Gm16427,0,0,0.569
Gm16429,0,0,0.569
Gm16430,0,0,0.569
Gm16485,0,0,0.776
Gm1673,0,0,0.569
Gm16867,0,0,0.776
Gm17019,0,0,0.569
Gm17078,0,0,0.569
Gm17093,0,0,0.569
Gm17124,0,0,0.569
Gm17267,0,0,0.776
Gm17333,0,0,0.776
Gm17334,0,0,0.776
Gm17359,0,0,0.597
Gm17361,0,0,0.776
Gm17412,0,0,0.776
Gm17467,0,0,0.776
Gm17469,0,0,0.776
Gm17484,0,0,0.776
Gm17521,0,0,0.776
Gm17522,0,0,0.776
Gm17577,0,0,0.776
Gm1758,0,0,0.776
Gm17584,0,0,0.776
Gm17613,0,0,0.776
Gm17655,0,0,0.776
Gm17657,0,0,0.569
Gm17660,0,0,0.569
Gm17693,0,0,0.776
Gm17727,0,0,0.569
Gm17732,0,0,0.776
Gm1818,0,0,0.776
Gm19426,0,0,0.776
Gm1965,0,0,0.776
Gm2030,0,0,0.569
Gm20403,0,0,0.776
Gm20441,0,0,0.776
Gm20458,0,0,0.776
Gm20538,0,0,0.776
Gm20683,0,0,0.776
Gm20696,0,0,0.776
Gm20708,0,0,0.776
Gm20737,0,0,0.569
Gm20747,0,0,0.569
Gm20767,0,0,0.776
Gm20773,0,0,0.569
Gm20777,0,0,0.569
Gm20795,0,0,0.569
Gm20806,0,0,0.569
Gm20822,0,0,0.569
Gm20825,0,0,0.569
Gm20828,0,0,0.569
Gm20831,0,0,0.569
Gm20878,0,0,0.569
Gm20909,0,0,0.569
Gm20914,0,0,0.569
Gm20917,0,0,0.569
Gm20918,0,0,0.776
Gm21118,0,0,0.569
Gm2128,0,0,0.569
Gm21292,0,0,0.569
Gm21310,0,0,0.569
Gm21394,0,0,0.569
Gm21425,0,0,0.569
Gm21529,0,0,0.776
Gm21539,0,0,0.776
Gm21562,0,0,0.776
Gm21572,0,0,0.776
Gm21586,0,0,0.569
Gm21588,0,0,0.776
Gm21599,0,0,0.776
Gm21616,0,0,0.776
Gm21626,0,0,0.776
Gm21633,0,0,0.776
Gm21723,0,0,0.776
Gm21748,0,0,0.776
Gm21775,0,0,0.776
Gm21778,0,0,0.569
Gm21780,0,0,0.776
Gm21801,0,0,0.776
Gm21812,0,0,0.569
Gm21820,0,0,0.776
Gm21821,0,0,0.776
Gm21834,0,0,0.776
Gm21842,0,0,0.776
Gm21860,0,0,0.776
Gm21874,0,0,0.776
Gm21885,0,0,0.569
Gm21893,0,0,0.776
Gm21914,0,0,0.776
Gm21916,0,0,0.776
Gm21943,0,0,0.569
Gm21953,0,0,0.569
Gm21964,0,0,0.569
Gm21988,0,0,0.776
Gm21994,0,0,0.776
Gm2310,0,0,0.776
Gm26566,0,0,0.776
Gm26596,0,0,0.776
Gm26602,0,0,0.776
Gm26741,0,0,0.776
Gm26938,0,0,0.776
Gm26965,0,0,0.776
Gm27235,0,0,0.776
Gm28047,0,0,0.696
Gm2888,0,0,0.569
Gm2897,0,0,0.569
Gm2916,0,0,0.776
Gm3047,0,0,0.569
Gm3086,0,0,0.776
Gm3095,0,0,0.569
Gm3106,0,0,0.569
Gm3150,0,0,0.776
Gm3164,0,0,0.569
Gm3233,0,0,0.597
Gm3238,0,0,0.597
Gm3250,0,0,0.597
Gm3259,0,0,0.569
Gm3317,0,0,0.569
Gm3336,0,0,0.569
Gm3402,0,0,0.569
Gm3404,0,0,0.569
Gm3415,0,0,0.569
Gm3443,0,0,0.569
Gm3448,0,0,0.734
Gm3633,0,0,0.776
Gm3667,0,0,0.569
Gm382,0,0,0.569
Gm38394,0,0,0.734
Gm4175,0,0,0.569
Gm4204,0,0,0.776
Gm4214,0,0,0.569
Gm4222,0,0,0.776
Gm44,0,0,0.569
Gm4498,0,0,0.569
Gm4559,0,0,0.776
Gm45711,0,0,0.569
Gm45837,0,0,0.661
Gm45902,0,0,0.696
Gm4737,0,0,0.776
Gm4787,0,0,0.569
Gm4792,0,0,0.776
Gm4825,0,0,0.776
Gm4845,0,0,0.776
Gm4847,0,0,0.569
Gm4858,0,0,0.569
Gm4871,0,0,0.569
Gm4907,0,0,0.776
Gm4922,0,0,0.569
Gm4924,0,0,0.776
Gm4945,0,0,0.776
Gm4950,0,0,0.776
Gm4969,0,0,0.569
Gm4978,0,0,0.776
Gm498,0,0,0.569
Gm5065,0,0,0.776
Gm5070,0,0,0.776
Gm5087,0,0,0.776
Gm5093,0,0,0.776
Gm5096,0,0,0.776
Gm5105,0,0,0.776
Gm5113,0,0,0.776
Gm5117,0,0,0.776
Gm5128,0,0,0.569
Gm5134,0,0,0.569
Gm5148,0,0,0.569
Gm5150,0,0,0.569
Gm5155,0,0,0.569
Gm5225,0,0,0.776
Gm5244,0,0,0.776
Gm5346,0,0,0.569
Gm5460,0,0,0.776
Gm5464,0,0,0.776
Gm5478,0,0,0.776
Gm5600,0,0,0.776
Gm5611,0,0,0.776
Gm5617,0,0,0.696
Gm5709,0,0,0.569
Gm5725,0,0,0.569
Gm5726,0,0,0.569
Gm5728,0,0,0.569
Gm5773,0,0,0.776
Gm5796,0,0,0.569
Gm5799,0,0,0.569
Gm5862,0,0,0.569
Gm5884,0,0,0.776
Gm5891,0,0,0.569
Gm5901,0,0,0.597
Gm5930,0,0,0.776
Gm5934,0,0,0.569
Gm595,0,0,0.569
Gm5965,0,0,0.776
Gm6020,0,0,0.776
Gm6040,0,0,0.569
Gm609,0,0,0.569
Gm614,0,0,0.734
Gm6309,0,0,0.569
Gm6370,0,0,0.569
Gm6377,0,0,0.569
Gm6401,0,0,0.569
Gm6460,0,0,0.569
Gm6471,0,0,0.776
Gm6482,0,0,0.569
Gm6505,0,0,0.776
Gm6509,0,0,0.569
Gm6569,0,0,0.569
Gm6583,0,0,0.569
Gm6625,0,0,0.776
Gm6685,0,0,0.776
Gm6729,0,0,0.569
Gm6760,0,0,0.569
Gm6768,0,0,0.776
Gm6811,0,0,0.776
Gm6821,0,0,0.776
Gm6899,0,0,0.776
Gm6970,0,0,0.776
Gm7008,0,0,0.776
Gm7030,0,0,0.661
Gm7257,0,0,0.569
Gm7276,0,0,0.776
Gm732,0,0,0.569
Gm7353,0,0,0.776
Gm7589,0,0,0.776
Gm7647,0,0,0.569
Gm7676,0,0,0.776
Gm773,0,0,0.569
Gm7742,0,0,0.776
Gm7849,0,0,0.569
Gm7854,0,0,0.776
Gm7861,0,0,0.569
Gm7903,0,0,0.569
Gm7942,0,0,0.569
Gm7951,0,0,0.569
Gm7964,0,0,0.776
Gm7970,0,0,0.569
Gm7980,0,0,0.569
Gm8005,0,0,0.569
Gm8020,0,0,0.776
Gm8122,0,0,0.569
Gm8159,0,0,0.569
Gm8247,0,0,0.569
Gm8258,0,0,0.776
Gm826,0,0,0.776
Gm8267,0,0,0.569
Gm8297,0,0,0.569
Gm8298,0,0,0.569
Gm8300,0,0,0.569
Gm8325,0,0,0.776
Gm8453,0,0,0.569
Gm8660,0,0,0.569
Gm867,0,0,0.597
Gm8677,0,0,0.569
Gm8693,0,0,0.569
Gm8720,0,0,0.569
Gm8765,0,0,0.569
Gm8882,0,0,0.776
Gm8888,0,0,0.776
Gm8914,0,0,0.776
Gm8994,0,0,0.776
Gm9376,0,0,0.776
Gm9507,0,0,0.597
Gm9513,0,0,0.569
Gm960,0,0,0.734
Gm9611,0,0,0.776
Gm9639,0,0,0.597
Gm9733,0,0,0.569
Gm9747,0,0,0.776
Gm9755,0,0,0.776
Gm9758,0,0,0.569
Gm9767,0,0,0.776
Gm9837,0,0,0.776
Gm9881,0,0,0.776
Gm9887,0,0,0.776
Gm9898,0,0,0.776
Gm9905,0,0,0.776
Gm9913,0,0,0.776
Gm9925,0,0,0.776
Gm9934,0,0,0.776
Gm9949,0,0,0.776
Gm9978,0,0,0.776
Gm9992,0,0,0.597
Gmip,0,0,0.734
Gml2,0,0,0.661
Gmnc,0,0,0.597
Gmpr2,0,0,0.661
Gnai1,0,0,0.661
Gnai2,0,0,0.696
Gnao1,0,0,0.696
Gnat3,0,0,0.857
Gnb1,0,0,0.762
Gnb2,0,0,0.661
Gnb4,0,0,0.82
Gne,0,0,0.762
Gng7,0,0,0.661
Gng8,0,0,0.661
Gnl1,0,0,0.661
Gnpat,0,0,0.82
Golga2,0,0,0.696
Golga4,0,0,0.696
Golgb1,0,0,0.696
Golim4,0,0,0.696
Golph3,0,0,0.696
Golph3l,0,0,0.734
Gorasp1,0,0,0.82
Gosr1,0,0,0.82
Got1l1,0,0,0.597
Gp6,0,0,0.734
Gpank1,0,0,0.597
Gpat2,0,0,0.82
Gpatch4,0,0,0.734
Gpbp1l1,0,0,0.734
Gpc1,0,0,0.82
Gpc6,0,0,0.661
Gpcpd1,0,0,0.734
Gper1,0,0,0.806
Gpr12,0,0,0.597
Gpr137b,0,0,0.597
Gpr142,0,0,0.597
Gpr152,0,0,0.597
Gpr153,0,0,0.806
Gpr155,0,0,0.857
Gpr160,0,0,0.806
Gpr17,0,0,0.597
Gpr173,0,0,0.597
Gpr179,0,0,0.597
Gpr22,0,0,0.597
Gpr27,0,0,0.597
Gpr31b,0,0,0.82
Gpr33,0,0,0.597
Gpr35,0,0,0.806
Gpr37l1,0,0,0.597
Gpr39,0,0,0.597
Gpr45,0,0,0.806
Gpr55,0,0,0.597
Gpr6,0,0,0.597
Gpr65,0,0,0.806
Gpr68,0,0,0.82
Gpr83,0,0,0.597
Gprasp2,0,0,0.569
Gprc5d,0,0,0.597
Gprin3,0,0,0.597
Gps2,0,0,0.661
Gpsm1,0,0,0.696
Gpt,0,0,0.661
Gpx4,0,0,0.661
Gpx6,0,0,0.762
Grb14,0,0,0.696
Greb1,0,0,0.82
Grem1,0,0,0.661
Grid1,0,0,0.762
Grik1,0,0,0.661
Grik2,0,0,0.762
Grik3,0,0,0.762
Grik5,0,0,0.762
Grin2b,0,0,0.661
Grin3a,0,0,0.762
Grip1,0,0,0.696
Grk6,0,0,0.857
Grm3,0,0,0.661
Grm5,0,0,0.661
Grp,0,0,0.661
Grtp1,0,0,0.82
Gsap,0,0,0.696
Gsdmc3,0,0,0.82
Gsdmcl1,0,0,0.776
Gsdmcl2,0,0,0.776
Gse1,0,0,0.661
Gsg1l,0,0,0.597
Gspt2,0,0,0.661
Gsta2,0,0,0.762
Gstm2,0,0,0.661
Gstm3,0,0,0.569
Gstm6,0,0,0.569
Gsto2,0,0,0.762
Gstp1,0,0,0.661
Gstp2,0,0,0.661
Gstp3,0,0,0.569
Gstt1,0,0,0.569
Gstz1,0,0,0.661
Gtf2a1l,0,0,0.857
Gtf2e1,0,0,0.696
Gtf2e2,0,0,0.857
Gtf2h1,0,0,0.661
Gtf2h3,0,0,0.661
Gtf2h4,0,0,0.661
Gtf2ird2,0,0,0.569
Gtpbp10,0,0,0.696
Gtpbp6,0,0,0.597
Guca2a,0,0,0.597
Gucy1a1,0,0,0.776
Gucy1a2,0,0,0.661
Gucy2e,0,0,0.762
Guf1,0,0,0.82
Gulo,0,0,0.569
Gxylt1,0,0,0.734
Gyg,0,0,0.762
Gys1,0,0,0.696
Gzmb,0,0,0.776
Gzmc,0,0,0.569
H2-Bl,0,0,0.762
H2-D1,0,0,0.762
H2-DMa,0,0,0.696
H2-DMb2,0,0,0.696
H2-M10.1,0,0,0.569
H2-M10.3,0,0,0.569
H2-M10.5,0,0,0.569
H2-M10.6,0,0,0.569
H2-M2,0,0,0.569
H2-T22,0,0,0.569
H2-T3,0,0,0.569
H2afb2,0,0,0.857
H2al1j,0,0,0.734
H2al2b,0,0,0.734
H60b,0,0,0.569
Haao,0,0,0.696
Hace1,0,0,0.696
Haghl,0,0,0.661
Hal,0,0,0.762
Hao1,0,0,0.762
Hapln1,0,0,0.661
Hapln4,0,0,0.806
Has2,0,0,0.696
Haus7,0,0,0.696
Hba-x,0,0,0.734
Hbegf,0,0,0.806
Hcar1,0,0,0.776
Hcn2,0,0,0.762
Hcn4,0,0,0.597
Hcrtr2,0,0,0.597
Hdac1,0,0,0.661
Hdac7,0,0,0.661
Hdac8,0,0,0.661
Hdac9,0,0,0.661
Hddc2,0,0,0.82
Hdgf,0,0,0.734
Hdgfl2,0,0,0.857
Hectd1,0,0,0.696
Hectd2,0,0,0.696
Hecw1,0,0,0.661
Hells,0,0,0.661
Helz2,0,0,0.857
Hephl1,0,0,0.597
Herc2,0,0,0.661
Herc6,0,0,0.696
Hes7,0,0,0.857
Hexdc,0,0,0.734
Hexim2,0,0,0.857
Heyl,0,0,0.661
Hgf,0,0,0.661
Hhat,0,0,0.82
Hhatl,0,0,0.597
Hhip,0,0,0.597
Hif1an,0,0,0.762
Hif3a,0,0,0.857
Hilpda,0,0,0.696
Hipk1,0,0,0.762
Hipk2,0,0,0.762
Hist1h1a,0,0,0.569
Hist1h1e,0,0,0.569
Hist1h2ab,0,0,0.696
Hist1h2ae,0,0,0.857
Hist1h2ba,0,0,0.696
Hist1h3b,0,0,0.696
Hist1h4k,0,0,0.857
Hivep3,0,0,0.776
Hk2,0,0,0.762
Hlcs,0,0,0.762
Hltf,0,0,0.734
Hmces,0,0,0.734
Hmcn1,0,0,0.734
Hmga1,0,0,0.661
Hmga1b,0,0,0.661
Hmgb1,0,0,0.569
Hmgb2,0,0,0.661
Hmgb3,0,0,0.569
Hmgcs2,0,0,0.696
Hmgn1,0,0,0.696
Hmgn2,0,0,0.569
Hmgn3,0,0,0.776
Hn1,0,0,0.661
Hnf1a,0,0,0.661
Hnrnpa1,0,0,0.569
Hnrnpa2b1,0,0,0.661
Hnrnpdl,0,0,0.597
Hnrnpul2,0,0,0.734
Homer2,0,0,0.857
Hook2,0,0,0.696
Hoxa10,0,0,0.857
Hoxa2,0,0,0.857
Hoxb1,0,0,0.696
Hoxc10,0,0,0.857
Hoxc11,0,0,0.661
Hoxc8,0,0,0.857
Hoxd12,0,0,0.857
Hoxd13,0,0,0.661
Hp,0,0,0.597
Hprt,0,0,0.762
Hpx,0,0,0.762
Hrasls5,0,0,0.734
Hrct1,0,0,0.776
Hrg,0,0,0.569
Hrh2,0,0,0.762
Hrk,0,0,0.569
Hrnr,0,0,0.569
Hs1bp3,0,0,0.734
Hs3st2,0,0,0.597
Hs3st3a1,0,0,0.762
Hs3st4,0,0,0.597
Hs3st5,0,0,0.661
Hs6st1,0,0,0.661
Hs6st2,0,0,0.597
