Gene_ID,Castle_Effect,Castle_Score,P_value
Mlh3,0,0,0.71
Mllt10,0,0,0.71
Mlph,0,0,0.799
Mlst8,0,0,0.758
Mlx,0,0,0.71
Mlxipl,0,0,0.859
Mmp11,0,0,0.771
Mmp14,0,0,0.71
Mmp19,0,0,0.771
Mmp1a,0,0,0.771
Mmp24,0,0,0.771
Mmp25,0,0,0.771
Mmrn1,0,0,0.775
Mmrn2,0,0,0.749
Mnda,0,0,0.71
Mnt,0,0,0.71
Mnx1,0,0,0.71
Mob3b,0,0,0.71
Mob3c,0,0,0.71
Mob4,0,0,0.71
Mocs1,0,0,0.648
Mocs2,0,0,0.749
Mogat2,0,0,0.799
Morc4,0,0,0.749
Morf4l1,0,0,0.71
Morf4l2,0,0,0.758
Morn3,0,0,0.749
Morn4,0,0,0.749
Mov10l1,0,0,0.71
Mpdz,0,0,0.71
Mpeg1,0,0,0.775
Mphosph10,0,0,0.859
Mphosph9,0,0,0.71
Mpl,0,0,0.71
Mplkip,0,0,0.758
Mpp2,0,0,0.749
Mpp5,0,0,0.71
Mppe1,0,0,0.799
Mpped1,0,0,0.775
Mprip,0,0,0.859
Mptx1,0,0,0.648
Mptx2,0,0,0.648
Mpv17l2,0,0,0.799
Mpzl3,0,0,0.856
Mrap2,0,0,0.799
Mrgpra3,0,0,0.648
Mrgpra6,0,0,0.852
Mrgprb3,0,0,0.648
Mrgpre,0,0,0.775
Mrgprg,0,0,0.775
Mrpl11,0,0,0.799
Mrpl19,0,0,0.799
Mrpl23,0,0,0.799
Mrpl34,0,0,0.799
Mrpl36,0,0,0.799
Mrpl41,0,0,0.71
Mrpl46,0,0,0.71
Mrpl47,0,0,0.799
Mrpl48,0,0,0.799
Mrps11,0,0,0.71
Mrps24,0,0,0.799
Mrps26,0,0,0.71
Mrps35,0,0,0.71
Mrps36,0,0,0.852
Mrps36-ps1,0,0,0.852
Mrps5,0,0,0.799
Mrps6,0,0,0.799
Mrps7,0,0,0.799
Mrps9,0,0,0.71
Mrs2,0,0,0.799
Mrto4,0,0,0.859
Ms4a3,0,0,0.856
Ms4a4d,0,0,0.648
Ms4a6b,0,0,0.648
Ms4a6c,0,0,0.648
Msantd4,0,0,0.859
Msh6,0,0,0.71
Msi2,0,0,0.71
Mslnl,0,0,0.648
Msmb,0,0,0.775
Mst1,0,0,0.71
Mst1r,0,0,0.771
Msx2,0,0,0.859
Msx3,0,0,0.648
Mt2,0,0,0.852
Mt4,0,0,0.648
Mtcl1,0,0,0.852
Mtf2,0,0,0.859
Mtg2,0,0,0.749
Mthfd1l,0,0,0.799
Mthfd2l,0,0,0.799
Mtnr1a,0,0,0.771
Mtus1,0,0,0.71
Mtus2,0,0,0.71
Mtx1,0,0,0.799
Mtx2,0,0,0.799
Muc19,0,0,0.852
Muc3,0,0,0.648
Muc5ac,0,0,0.71
Mucl1,0,0,0.749
Mug1,0,0,0.648
Mug2,0,0,0.648
Mum1,0,0,0.71
Mup5,0,0,0.648
Mup6,0,0,0.648
Mus81,0,0,0.71
Mx1,0,0,0.852
Mxra7,0,0,0.648
Myadml2,0,0,0.799
Mybl1,0,0,0.71
Mybpc2,0,0,0.799
Mybph,0,0,0.799
Mybphl,0,0,0.749
Mycbp2,0,0,0.71
Mycn,0,0,0.71
Myd88,0,0,0.71
Mydgf,0,0,0.771
Myh10,0,0,0.758
Myh11,0,0,0.71
Myh4,0,0,0.758
Myh9,0,0,0.71
Myl2,0,0,0.799
Myl3,0,0,0.799
Myl6,0,0,0.758
Myl7,0,0,0.799
Myl9,0,0,0.799
Mylip,0,0,0.758
Mymx,0,0,0.852
Myo15b,0,0,0.852
Myo1d,0,0,0.771
Myo1f,0,0,0.758
Myo6,0,0,0.71
Myo7b,0,0,0.758
Myo9b,0,0,0.758
Myod1,0,0,0.71
Myom1,0,0,0.799
Myrf,0,0,0.859
Myrip,0,0,0.758
Mzb1,0,0,0.749
Naa38,0,0,0.852
Naa50,0,0,0.799
Naaa,0,0,0.758
Naalad2,0,0,0.758
Naca,0,0,0.71
Nae1,0,0,0.71
Naf1,0,0,0.859
Nagk,0,0,0.771
Naglu,0,0,0.771
Nagpa,0,0,0.771
Naip1,0,0,0.648
Naip6,0,0,0.648
Nalcn,0,0,0.758
Nanos2,0,0,0.859
Nanp,0,0,0.71
Nap1l3,0,0,0.71
Napb,0,0,0.771
Naprt,0,0,0.852
Nat1,0,0,0.71
Nat2,0,0,0.71
Nat6,0,0,0.71
Nat8f4,0,0,0.648
Nat8f6,0,0,0.648
Nav3,0,0,0.71
Naxe,0,0,0.758
Nbeal2,0,0,0.749
Nbl1,0,0,0.71
Nbr1,0,0,0.71
Ncald,0,0,0.799
Ncan,0,0,0.771
Ncapd2,0,0,0.71
Ncaph,0,0,0.71
Ncaph2,0,0,0.71
Ncbp3,0,0,0.799
Ncf1,0,0,0.71
Nckap1,0,0,0.758
Nckap5,0,0,0.775
Ncl,0,0,0.71
Ncoa1,0,0,0.71
Ncoa2,0,0,0.71
Ncoa4,0,0,0.71
Ncoa6,0,0,0.648
Ndc80,0,0,0.71
Nde1,0,0,0.71
Ndfip1,0,0,0.856
Ndfip2,0,0,0.799
Ndrg2,0,0,0.856
Ndst1,0,0,0.771
Ndst2,0,0,0.852
Ndufa13,0,0,0.71
Ndufa2,0,0,0.771
Ndufa4,0,0,0.71
Ndufa6,0,0,0.771
Ndufa8,0,0,0.771
Ndufaf2,0,0,0.758
Ndufaf5,0,0,0.799
Ndufaf8,0,0,0.799
Ndufb5,0,0,0.771
Ndufb8,0,0,0.71
Ndufc1,0,0,0.771
Ndufs7,0,0,0.71
Ndufs8,0,0,0.771
Ndufv3,0,0,0.771
Nebl,0,0,0.648
Nedd4,0,0,0.648
Neil2,0,0,0.71
Nek4,0,0,0.71
Nek6,0,0,0.771
Nes,0,0,0.648
Neurl4,0,0,0.71
Nfat5,0,0,0.859
Nfatc2,0,0,0.859
Nfatc2ip,0,0,0.758
Nfic,0,0,0.859
Nfkb2,0,0,0.71
Nfkbia,0,0,0.71
Nhlrc2,0,0,0.749
Nid2,0,0,0.775
Nip7,0,0,0.859
Nipal4,0,0,0.775
Nipsnap1,0,0,0.799
Nipsnap3a,0,0,0.648
Nisch,0,0,0.648
Nkd1,0,0,0.775
Nkg7,0,0,0.856
Nkrf,0,0,0.859
Nktr,0,0,0.758
Nkx1-2,0,0,0.758
Nkx2-1,0,0,0.71
Nkx3-2,0,0,0.71
Nle1,0,0,0.859
Nlrc3,0,0,0.859
Nlrc5,0,0,0.859
Nlrp4c,0,0,0.71
Nlrp4e,0,0,0.71
Nlrp9a,0,0,0.648
Nme7,0,0,0.771
Nme8,0,0,0.775
Nme9,0,0,0.852
Nmnat2,0,0,0.71
Nmrk2,0,0,0.71
Nnat,0,0,0.775
Nod1,0,0,0.71
Nog,0,0,0.799
Nol3,0,0,0.71
Nol6,0,0,0.859
Nol9,0,0,0.71
Nop14,0,0,0.758
Nop9,0,0,0.859
Nos3,0,0,0.71
Nov,0,0,0.71
Nova1,0,0,0.859
Nova2,0,0,0.859
Nox3,0,0,0.775
Noxred1,0,0,0.71
Npas1,0,0,0.859
Npas3,0,0,0.859
Npat,0,0,0.71
Npc1,0,0,0.758
Npffr1,0,0,0.775
Nphs2,0,0,0.799
Npm2,0,0,0.859
Nppa,0,0,0.775
Nprl2,0,0,0.71
Npvf,0,0,0.775
Npy2r,0,0,0.771
Npy5r,0,0,0.775
Nqo1,0,0,0.771
Nr0b1,0,0,0.71
Nr0b2,0,0,0.71
Nr1d2,0,0,0.859
Nr1h3,0,0,0.71
Nr1h4,0,0,0.758
Nr1h5,0,0,0.648
Nr1i3,0,0,0.771
Nr2c1,0,0,0.71
Nr2c2ap,0,0,0.71
Nrd1,0,0,0.758
Nrg4,0,0,0.775
Nrgn,0,0,0.648
Nrtn,0,0,0.749
Nrxn2,0,0,0.775
Nsg1,0,0,0.775
Nsg2,0,0,0.749
Nsmaf,0,0,0.749
Nsmce3,0,0,0.859
Nsmce4a,0,0,0.859
Nsun7,0,0,0.775
Nt5c1a,0,0,0.71
Nt5c1b,0,0,0.71
Nt5e,0,0,0.71
Ntan1,0,0,0.71
Ntf3,0,0,0.758
Ntn4,0,0,0.775
Ntng1,0,0,0.71
Ntrk2,0,0,0.771
Nub1,0,0,0.758
Nubpl,0,0,0.799
Nucb2,0,0,0.758
Nudcd3,0,0,0.71
Nudt1,0,0,0.71
Nudt10,0,0,0.775
Nudt11,0,0,0.775
Nudt2,0,0,0.71
Nudt21,0,0,0.71
Nudt5,0,0,0.799
Nudt8,0,0,0.799
Numa1,0,0,0.71
Numb,0,0,0.71
Nup133,0,0,0.71
Nup153,0,0,0.71
Nup88,0,0,0.799
Nup98,0,0,0.71
Nupl1,0,0,0.71
Nupr1,0,0,0.71
Nutm1,0,0,0.71
Nvl,0,0,0.799
Nwd1,0,0,0.775
Nxpe2,0,0,0.852
Nxph1,0,0,0.775
Nyap1,0,0,0.775
Nynrin,0,0,0.859
Nyx,0,0,0.71
Oacyl,0,0,0.648
Oas1d,0,0,0.648
Oas1f,0,0,0.648
Oas1g,0,0,0.71
Oasl1,0,0,0.758
Oasl2,0,0,0.71
Obox1,0,0,0.648
Obox2,0,0,0.648
Obox5,0,0,0.648
Obox8,0,0,0.852
Obp1a,0,0,0.648
Oc90,0,0,0.799
Ocel1,0,0,0.749
Ociad2,0,0,0.799
Ocrl,0,0,0.71
Odf2l,0,0,0.749
Ofd1,0,0,0.71
Ogfr,0,0,0.71
Oit3,0,0,0.775
Olfm2,0,0,0.749
Olfm5,0,0,0.648
Olfml2a,0,0,0.749
Olfml3,0,0,0.775
Olfr1013,0,0,0.648
Olfr1015,0,0,0.648
Olfr1022,0,0,0.775
Olfr1025-ps1,0,0,0.852
Olfr1026,0,0,0.648
Olfr1030,0,0,0.648
Olfr1039,0,0,0.648
Olfr1042,0,0,0.648
Olfr1045,0,0,0.775
Olfr1048,0,0,0.852
Olfr1049,0,0,0.648
Olfr1056,0,0,0.648
Olfr1058,0,0,0.648
Olfr1061,0,0,0.648
Olfr1062,0,0,0.648
Olfr107,0,0,0.648
Olfr1087,0,0,0.852
Olfr1093,0,0,0.775
Olfr1094,0,0,0.648
Olfr1098,0,0,0.648
Olfr11,0,0,0.856
Olfr1109,0,0,0.648
Olfr1111,0,0,0.775
Olfr1112,0,0,0.648
Olfr1117-ps1,0,0,0.648
Olfr1129,0,0,0.648
Olfr1130,0,0,0.648
Olfr1132,0,0,0.648
Olfr1141,0,0,0.648
Olfr1143,0,0,0.648
Olfr1145,0,0,0.648
Olfr115,0,0,0.648
Olfr1150-ps1,0,0,0.648
Olfr1151,0,0,0.775
Olfr1152,0,0,0.648
Olfr1158,0,0,0.852
Olfr1160,0,0,0.648
Olfr1162,0,0,0.775
Olfr1163,0,0,0.648
Olfr117,0,0,0.648
Olfr1176,0,0,0.852
Olfr1179,0,0,0.648
Olfr118,0,0,0.648
Olfr1181,0,0,0.648
Olfr1183,0,0,0.648
Olfr1184,0,0,0.648
Olfr1189,0,0,0.648
Olfr1197,0,0,0.648
Olfr1201,0,0,0.775
Olfr1202,0,0,0.648
Olfr1204,0,0,0.648
Olfr121,0,0,0.648
Olfr1211,0,0,0.775
Olfr1221,0,0,0.648
Olfr1222,0,0,0.648
Olfr1223,0,0,0.648
Olfr1226,0,0,0.648
Olfr1239,0,0,0.648
Olfr1243,0,0,0.648
Olfr1256,0,0,0.775
Olfr1260,0,0,0.648
Olfr1261,0,0,0.648
Olfr1262,0,0,0.648
Olfr1272,0,0,0.648
Olfr1275,0,0,0.648
Olfr128,0,0,0.648
Olfr129,0,0,0.648
Olfr1301,0,0,0.648
Olfr1307,0,0,0.648
Olfr1314,0,0,0.648
Olfr1317,0,0,0.648
Olfr1320,0,0,0.852
Olfr1321,0,0,0.648
Olfr1324,0,0,0.648
Olfr1325,0,0,0.648
Olfr1330,0,0,0.648
Olfr134,0,0,0.648
Olfr1341,0,0,0.648
Olfr135,0,0,0.648
Olfr1351,0,0,0.648
Olfr1353,0,0,0.648
Olfr1355,0,0,0.648
Olfr1357,0,0,0.775
Olfr136,0,0,0.648
Olfr1364,0,0,0.648
Olfr1366,0,0,0.648
Olfr1370,0,0,0.648
Olfr1385,0,0,0.775
Olfr1388,0,0,0.648
Olfr1396,0,0,0.775
Olfr140,0,0,0.775
Olfr1404,0,0,0.648
Olfr1417,0,0,0.648
Olfr1420,0,0,0.775
Olfr1423,0,0,0.775
Olfr1436,0,0,0.648
Olfr1441,0,0,0.648
Olfr1442,0,0,0.648
Olfr1444,0,0,0.775
Olfr1447,0,0,0.648
Olfr1449,0,0,0.648
Olfr145,0,0,0.775
Olfr1453,0,0,0.648
Olfr1458,0,0,0.852
Olfr146,0,0,0.852
Olfr1463,0,0,0.775
Olfr1474,0,0,0.648
Olfr1475,0,0,0.648
Olfr1480,0,0,0.648
Olfr1484,0,0,0.648
Olfr1487,0,0,0.648
Olfr1494,0,0,0.775
Olfr150,0,0,0.852
Olfr1510,0,0,0.775
Olfr1564,0,0,0.775
Olfr16,0,0,0.775
Olfr165,0,0,0.775
Olfr167,0,0,0.775
Olfr170,0,0,0.648
Olfr175-ps1,0,0,0.648
Olfr178,0,0,0.648
Olfr193,0,0,0.775
Olfr198,0,0,0.775
Olfr202,0,0,0.648
Olfr205,0,0,0.648
Olfr209,0,0,0.648
Olfr213,0,0,0.648
Olfr215,0,0,0.648
Olfr222,0,0,0.775
Olfr231,0,0,0.775
Olfr237-ps1,0,0,0.775
Olfr243,0,0,0.648
Olfr272,0,0,0.775
Olfr273,0,0,0.775
Olfr279,0,0,0.648
Olfr283,0,0,0.648
Olfr285,0,0,0.648
Olfr286,0,0,0.648
Olfr294,0,0,0.852
Olfr301,0,0,0.856
Olfr304,0,0,0.648
Olfr305,0,0,0.648
Olfr309,0,0,0.758
Olfr312,0,0,0.648
Olfr314,0,0,0.775
Olfr315,0,0,0.648
Olfr317,0,0,0.648
Olfr322,0,0,0.856
Olfr332,0,0,0.648
Olfr338,0,0,0.648
Olfr357,0,0,0.775
Olfr361,0,0,0.648
Olfr371,0,0,0.648
Olfr374,0,0,0.648
Olfr378,0,0,0.648
Olfr38,0,0,0.648
Olfr382,0,0,0.648
Olfr384,0,0,0.648
Olfr385,0,0,0.648
Olfr392,0,0,0.648
Olfr393,0,0,0.648
Olfr401,0,0,0.648
Olfr403,0,0,0.775
Olfr411,0,0,0.775
Olfr424,0,0,0.648
Olfr437,0,0,0.648
Olfr44,0,0,0.648
Olfr444,0,0,0.775
Olfr453,0,0,0.775
Olfr456,0,0,0.648
Olfr458,0,0,0.648
Olfr459,0,0,0.775
Olfr46,0,0,0.648
Olfr460,0,0,0.775
Olfr461,0,0,0.648
Olfr462,0,0,0.775
Olfr463,0,0,0.775
Olfr467,0,0,0.648
Olfr473,0,0,0.648
Olfr48,0,0,0.648
Olfr504,0,0,0.775
Olfr517,0,0,0.648
Olfr521,0,0,0.648
Olfr523,0,0,0.648
Olfr53,0,0,0.648
Olfr530,0,0,0.648
Olfr532,0,0,0.648
Olfr535,0,0,0.648
Olfr541,0,0,0.648
Olfr550,0,0,0.648
Olfr553,0,0,0.648
Olfr554,0,0,0.775
Olfr555,0,0,0.648
Olfr558,0,0,0.775
Olfr564,0,0,0.648
Olfr568,0,0,0.775
Olfr57,0,0,0.775
Olfr571,0,0,0.758
Olfr572,0,0,0.648
Olfr576,0,0,0.775
Olfr58,0,0,0.648
Olfr586,0,0,0.648
Olfr59,0,0,0.648
Olfr591,0,0,0.648
Olfr600,0,0,0.648
Olfr606,0,0,0.648
Olfr613,0,0,0.648
Olfr617,0,0,0.648
Olfr618,0,0,0.775
Olfr630,0,0,0.648
Olfr64,0,0,0.775
Olfr652,0,0,0.648
Olfr653,0,0,0.648
Olfr666,0,0,0.775
Olfr67,0,0,0.648
Olfr670,0,0,0.648
Olfr698,0,0,0.648
Olfr702,0,0,0.648
Olfr71,0,0,0.775
Olfr722,0,0,0.775
Olfr723,0,0,0.775
Olfr724,0,0,0.775
Olfr725,0,0,0.648
Olfr726,0,0,0.648
Olfr728,0,0,0.775
Olfr73,0,0,0.775
Olfr732,0,0,0.775
Olfr736,0,0,0.648
Olfr74,0,0,0.648
Olfr768,0,0,0.648
Olfr77,0,0,0.648
Olfr775,0,0,0.648
Olfr780,0,0,0.648
Olfr782,0,0,0.775
Olfr786,0,0,0.648
Olfr792,0,0,0.775
Olfr794,0,0,0.648
Olfr796,0,0,0.775
Olfr798,0,0,0.775
Olfr799,0,0,0.775
Olfr8,0,0,0.648
Olfr803,0,0,0.775
Olfr804,0,0,0.775
Olfr805,0,0,0.852
Olfr808,0,0,0.648
Olfr811,0,0,0.648
Olfr819,0,0,0.648
Olfr821,0,0,0.775
Olfr823,0,0,0.648
Olfr824,0,0,0.648
Olfr825,0,0,0.775
Olfr826,0,0,0.775
Olfr827,0,0,0.648
Olfr828,0,0,0.648
Olfr830,0,0,0.648
Olfr836,0,0,0.648
Olfr845,0,0,0.648
Olfr859,0,0,0.648
Olfr869,0,0,0.648
Olfr878,0,0,0.775
Olfr887,0,0,0.648
Olfr906,0,0,0.648
Olfr913,0,0,0.648
Olfr914,0,0,0.648
Olfr915,0,0,0.648
Olfr917,0,0,0.852
Olfr918,0,0,0.852
Olfr921,0,0,0.648
Olfr922,0,0,0.648
Olfr924,0,0,0.775
Olfr93,0,0,0.648
Olfr930,0,0,0.648
Olfr934,0,0,0.648
Olfr937,0,0,0.648
Olfr938,0,0,0.852
Olfr968,0,0,0.648
Olfr97,0,0,0.648
Olfr970,0,0,0.648
Olfr974,0,0,0.648
Olfr975,0,0,0.648
Olfr981,0,0,0.648
Olfr983,0,0,0.648
Olfr99,0,0,0.648
Olfr992,0,0,0.648
Olfr994,0,0,0.648
Olfr995,0,0,0.648
Olig2,0,0,0.71
Omd,0,0,0.71
Omt2b,0,0,0.648
Onecut1,0,0,0.758
Onecut2,0,0,0.859
Onecut3,0,0,0.648
Oog2,0,0,0.648
Oog4,0,0,0.852
Oosp1,0,0,0.648
Oplah,0,0,0.771
Opn4,0,0,0.775
Orai1,0,0,0.856
Orc6,0,0,0.859
Orm3,0,0,0.648
Ormdl1,0,0,0.799
Osbpl10,0,0,0.758
Osbpl5,0,0,0.758
Osgepl1,0,0,0.799
Osgin1,0,0,0.775
Osmr,0,0,0.71
Osr2,0,0,0.859
Ostc,0,0,0.758
Otog,0,0,0.775
Otop2,0,0,0.856
Otor,0,0,0.775
Ott,0,0,0.648
Otub2,0,0,0.758
Otud3,0,0,0.749
Otud7b,0,0,0.758
Ovgp1,0,0,0.71
Oxa1l,0,0,0.799
Oxt,0,0,0.771
Oxtr,0,0,0.771
P4htm,0,0,0.771
Pabpc4,0,0,0.799
Pabpc5,0,0,0.859
Pabpc6,0,0,0.648
Pacsin1,0,0,0.71
Padi2,0,0,0.771
Padi3,0,0,0.771
Pagr1a,0,0,0.749
Pald1,0,0,0.859
Palmd,0,0,0.775
Pamr1,0,0,0.758
Panx2,0,0,0.856
Papd4,0,0,0.859
Papln,0,0,0.71
Papolg,0,0,0.859
Papss1,0,0,0.71
Paqr5,0,0,0.799
Paqr7,0,0,0.758
Park2,0,0,0.71
Parp1,0,0,0.71
Parp16,0,0,0.856
Parp4,0,0,0.71
Pask,0,0,0.771
Pate1,0,0,0.758
Patj,0,0,0.775
Patl1,0,0,0.749
Patl2,0,0,0.749
Patz1,0,0,0.71
Pax7,0,0,0.71
Paxbp1,0,0,0.859
Paxx,0,0,0.749
Pbsn,0,0,0.648
Pbx1,0,0,0.71
Pbx4,0,0,0.799
Pcdh1,0,0,0.859
Pcdh20,0,0,0.775
Pcdhb10,0,0,0.775
Pcdhb19,0,0,0.775
Pcdhb2,0,0,0.856
Pcdhb21,0,0,0.775
Pcdhb6,0,0,0.648
Pcdhb9,0,0,0.648
Pcdhgc4,0,0,0.775
Pcgf5,0,0,0.71
Pcnx4,0,0,0.71
Pcp4,0,0,0.71
Pcsk5,0,0,0.758
Pcyt1a,0,0,0.771
Pdap1,0,0,0.71
Pdcd10,0,0,0.71
Pdcd1lg2,0,0,0.775
Pdcd2,0,0,0.859
Pde4c,0,0,0.771
Pde6a,0,0,0.775
Pde7b,0,0,0.856
Pde8b,0,0,0.771
Pde9a,0,0,0.771
Pdgfa,0,0,0.71
Pdgfb,0,0,0.71
Pdia2,0,0,0.758
Pdk2,0,0,0.771
Pdp2,0,0,0.771
Pdrg1,0,0,0.758
Pds5b,0,0,0.71
Pdx1,0,0,0.859
Pdxk,0,0,0.771
Pdzd11,0,0,0.758
Pdzph1,0,0,0.648
Pebp4,0,0,0.71
Pef1,0,0,0.749
Peli2,0,0,0.758
Penk,0,0,0.775
Per1,0,0,0.71
Pex11a,0,0,0.799
Pex11g,0,0,0.758
Pex12,0,0,0.758
Pex14,0,0,0.799
Pex19,0,0,0.758
Pex5,0,0,0.799
Pf4,0,0,0.71
Pfkl,0,0,0.771
Pfkp,0,0,0.771
Pfn1,0,0,0.771
Pfpl,0,0,0.648
Pga5,0,0,0.648
Pgap2,0,0,0.648
Pgbd1,0,0,0.859
Pgc,0,0,0.758
Pggt1b,0,0,0.771
Pgk1-rs7,0,0,0.852
Pgls,0,0,0.71
Pglyrp3,0,0,0.771
Pgm2l1,0,0,0.749
Pgm5,0,0,0.758
Pgpep1,0,0,0.758
Pgrmc2,0,0,0.71
Phactr2,0,0,0.71
Phactr3,0,0,0.71
Phc1,0,0,0.71
Phf12,0,0,0.859
Phf2,0,0,0.859
Phf20,0,0,0.859
Phgdh,0,0,0.771
Phka1,0,0,0.771
Phkb,0,0,0.771
Phlda3,0,0,0.775
Phldb3,0,0,0.71
Phlpp2,0,0,0.71
Phospho1,0,0,0.771
Phpt1,0,0,0.771
Pi15,0,0,0.799
Pick1,0,0,0.771
Pif1,0,0,0.799
Pigb,0,0,0.799
Pigc,0,0,0.71
Pigg,0,0,0.799
Pigk,0,0,0.852
Pign,0,0,0.71
Pigp,0,0,0.775
Pigt,0,0,0.799
Pih1d1,0,0,0.749
Pik3cb,0,0,0.771
Pik3cd,0,0,0.771
Pik3r4,0,0,0.771
Pikfyve,0,0,0.771
Pilra,0,0,0.775
Pilrb2,0,0,0.775
Pim3,0,0,0.771
Pimreg,0,0,0.71
Pin1rt1,0,0,0.648
Pinx1,0,0,0.71
Pip5k1c,0,0,0.771
Pitpna,0,0,0.771
Pitpnc1,0,0,0.648
Piwil2,0,0,0.775
Pkd1,0,0,0.71
Pkd1l3,0,0,0.749
Pkd2,0,0,0.71
Pkia,0,0,0.771
Pkib,0,0,0.852
Pkmyt1,0,0,0.771
Pla2g15,0,0,0.758
Pla2g2f,0,0,0.859
Pla2g3,0,0,0.758
Pla2g7,0,0,0.771
Plaa,0,0,0.758
Plag1,0,0,0.71
Plagl1,0,0,0.71
Platr26,0,0,0.852
Plbd1,0,0,0.799
Plcb2,0,0,0.71
Plcd3,0,0,0.758
Plce1,0,0,0.852
Plcl1,0,0,0.771
Plcxd1,0,0,0.648
Plcxd2,0,0,0.758
Pld2,0,0,0.71
Plekha1,0,0,0.771
Plekhh3,0,0,0.799
Plekho2,0,0,0.749
Plekhs1,0,0,0.71
Plg,0,0,0.71
Plk1,0,0,0.771
Plk3,0,0,0.771
Pln,0,0,0.648
Plp1,0,0,0.71
Plpp2,0,0,0.771
Plppr2,0,0,0.852
Plppr3,0,0,0.852
Pls3,0,0,0.71
Plxnb2,0,0,0.758
Plxnc1,0,0,0.859
Pm20d1,0,0,0.758
Pmch,0,0,0.775
Pmel,0,0,0.758
Pms2,0,0,0.71
Pnkp,0,0,0.771
Pnma2,0,0,0.749
Pnmal2,0,0,0.775
Pnn,0,0,0.71
Pnoc,0,0,0.775
Pnpla2,0,0,0.799
Pnpla7,0,0,0.758
Poc5,0,0,0.749
Pogk,0,0,0.71
Pola2,0,0,0.71
Polb,0,0,0.71
Pold3,0,0,0.71
Pole,0,0,0.71
Poli,0,0,0.859
Poll,0,0,0.71
Poln,0,0,0.648
Polq,0,0,0.799
Polr2b,0,0,0.71
Polr2d,0,0,0.71
Polr2i,0,0,0.71
Polr3a,0,0,0.71
Polr3d,0,0,0.71
Polr3gl,0,0,0.71
Polr3k,0,0,0.71
Pom121l2,0,0,0.775
Pomc,0,0,0.771
Pomgnt2,0,0,0.799
Pomt1,0,0,0.799
Pou2f2,0,0,0.859
Pou6f2,0,0,0.852
Ppa2,0,0,0.799
Ppan,0,0,0.799
Pparg,0,0,0.71
Ppat,0,0,0.771
Ppbp,0,0,0.648
Ppcs,0,0,0.71
Ppdpf,0,0,0.749
Ppef1,0,0,0.771
Ppfia4,0,0,0.648
Ppib,0,0,0.771
Ppil3,0,0,0.758
Ppm1a,0,0,0.771
Ppm1b,0,0,0.771
Ppm1e,0,0,0.771
Ppm1f,0,0,0.771
Ppm1g,0,0,0.771
Ppm1h,0,0,0.71
Ppm1j,0,0,0.71
Ppme1,0,0,0.771
Ppp1cc,0,0,0.648
Ppp1r10,0,0,0.771
Ppp1r12c,0,0,0.771
Ppp1r14c,0,0,0.771
Ppp1r15b,0,0,0.771
Ppp1r16a,0,0,0.71
Ppp1r17,0,0,0.799
Ppp1r2,0,0,0.771
Ppp1r3g,0,0,0.749
Ppp2r5a,0,0,0.771
Ppp2r5c,0,0,0.859
Ppp2r5d,0,0,0.71
Ppp3r2,0,0,0.71
Ppp4r4,0,0,0.71
Ppp6r3,0,0,0.71
Pqbp1,0,0,0.859
Praf2,0,0,0.758
Pramef17,0,0,0.648
Pramef20,0,0,0.775
Pramef6,0,0,0.648
Pramel1,0,0,0.648
Prc1,0,0,0.71
Prcc,0,0,0.71
Prdm12,0,0,0.859
Prdm16,0,0,0.71
Prdx6,0,0,0.771
Prelp,0,0,0.71
Prickle2,0,0,0.775
Prickle3,0,0,0.758
Prim1,0,0,0.71
Primpol,0,0,0.852
Prkab1,0,0,0.771
Prkab2,0,0,0.771
Prkacb,0,0,0.771
Prkag2,0,0,0.771
Prkar2b,0,0,0.771
Prkcb,0,0,0.771
Prkcq,0,0,0.771
Prkd3,0,0,0.852
Prkra,0,0,0.71
Prl2a1,0,0,0.648
Prl2c5,0,0,0.648
Prl3a1,0,0,0.648
Prl3b1,0,0,0.648
Prl3d2,0,0,0.648
Prl4a1,0,0,0.648
Prl8a2,0,0,0.648
Prl8a6,0,0,0.852
Prl8a9,0,0,0.648
Prmt2,0,0,0.71
Prmt7,0,0,0.71
Prmt8,0,0,0.71
Prnd,0,0,0.859
Prol1,0,0,0.852
Prop1,0,0,0.71
Pros1,0,0,0.771
Prpf38a,0,0,0.859
Prps2,0,0,0.71
Prr13,0,0,0.648
Prr16,0,0,0.71
Prr23a2,0,0,0.775
Prr33,0,0,0.852
Prr5,0,0,0.71
Prrg1,0,0,0.856
Prrt3,0,0,0.856
Prrx1,0,0,0.71
Prss2,0,0,0.71
Prss29,0,0,0.648
Prss3,0,0,0.71
Prss30,0,0,0.799
Prss32,0,0,0.648
Prss39,0,0,0.71
Prss43,0,0,0.648
Prss8,0,0,0.771
Prtg,0,0,0.758
Prtn3,0,0,0.758
Prune2,0,0,0.71
Psd3,0,0,0.71
Psg18,0,0,0.859
Psg22,0,0,0.648
Psg29,0,0,0.648
Psip1,0,0,0.71
Psma1,0,0,0.859
Psma4,0,0,0.859
Psma6,0,0,0.859
Psmb4,0,0,0.71
Psmb6,0,0,0.71
Psmd2,0,0,0.71
Psmd3,0,0,0.71
Psmd4,0,0,0.71
Psmd9,0,0,0.758
Psmg3,0,0,0.71
Ptch2,0,0,0.71
Ptchd3,0,0,0.775
Ptcra,0,0,0.71
Ptf1a,0,0,0.859
Ptgdr2,0,0,0.852
Ptger3,0,0,0.771
Ptgfr,0,0,0.771
