Gene,Symbol,casTLE_Effect,casTLE_Score,pvalue,Logpvalue
ENSMUSG00000029136,Rbks,3.2,0.848,0.277,0.557520231
ENSMUSG00000027641,Rbl1,1,0.172,0.332,0.478861916
ENSMUSG00000031666,Rbl2,-0.5,0.263,0.278,0.555955204
ENSMUSG00000031060,Rbm10,-0.2,0.0543,0.621,0.2069084
ENSMUSG00000032940,Rbm11,0,0,0.72,0.142667504
ENSMUSG00000089824,Rbm12,0,0,0.72,0.142667504
ENSMUSG00000046667,Rbm12b1,0.8,0.649,0.425,0.37161107
ENSMUSG00000052137,Rbm12b2,4.3,2.54,0.116,0.935542011
ENSMUSG00000048109,Rbm15,-0.1,0.00609,0.57,0.244125144
ENSMUSG00000074102,Rbm15b,0.3,0.279,0.506,0.295849483
ENSMUSG00000037197,Rbm17,-0.4,0.152,0.552,0.258060922
ENSMUSG00000026889,Rbm18,-1.6,5.62,0.0271,1.567030709
ENSMUSG00000029594,Rbm19,0,0,0.72,0.142667504
ENSMUSG00000043639,Rbm20,0,0,0.72,0.142667504
ENSMUSG00000024604,Rbm22,-0.1,0.00546,0.706,0.151195299
ENSMUSG00000022119,Rbm26,-7.3,3.24,0.0891,1.050122296
ENSMUSG00000024491,Rbm27,-0.5,0.442,0.467,0.330683119
ENSMUSG00000031167,Rbm3,0.2,0.048,0.628,0.202040356
ENSMUSG00000027510,Rbm38,0.4,0.281,0.506,0.295849483
ENSMUSG00000027620,Rbm39,0,0,0.594,0.226213555
ENSMUSG00000094936,Rbm4,0.3,0.0364,0.643,0.191789027
ENSMUSG00000031433,Rbm41,0,0,0.72,0.142667504
ENSMUSG00000036733,Rbm42,-0.7,1.39,0.277,0.557520231
ENSMUSG00000036249,Rbm43,0.6,0.332,0.492,0.308034897
ENSMUSG00000070732,Rbm44,0,0,0.72,0.142667504
ENSMUSG00000042369,Rbm45,0,0,0.72,0.142667504
ENSMUSG00000033882,Rbm46,0,0,0.72,0.142667504
ENSMUSG00000070780,Rbm47,0,0,0.72,0.142667504
ENSMUSG00000040302,Rbm48,-0.9,1.19,0.319,0.496209317
ENSMUSG00000033760,Rbm4b,0,0,0.72,0.142667504
ENSMUSG00000032580,Rbm5,0.2,0.0176,0.531,0.274905479
ENSMUSG00000032582,Rbm6,-6.1,1.17,0.323,0.490797478
ENSMUSG00000040043,Rbms2,-0.2,0.107,0.578,0.238072162
ENSMUSG00000039607,Rbms3,-4.3,6.83,0.0202,1.694648631
ENSMUSG00000031134,Rbmx,0.3,0.123,0.568,0.245651664
ENSMUSG00000031107,Rbmx2,0,0,0.72,0.142667504
ENSMUSG00000073894,Rbmxl2,0,0,0.72,0.142667504
ENSMUSG00000046402,Rbp1,0,0,0.766,0.11577123
ENSMUSG00000041534,Rbp3,-6.6,1.75,0.143,0.844663963
ENSMUSG00000039191,Rbpj,0.1,0.00857,0.56,0.251811973
ENSMUSG00000017007,Rbpjl,0.8,0.389,0.479,0.319664487
ENSMUSG00000031586,Rbpms,-1.5,1.81,0.183,0.73754891
ENSMUSG00000032387,Rbpms2,2.8,3.89,0.065,1.187086643
ENSMUSG00000022951,Rcan1,2.5,2.33,0.128,0.89279003
ENSMUSG00000059713,Rcan3,-0.4,0.166,0.546,0.262807357
ENSMUSG00000040945,Rcc2,0,0,0.594,0.226213555
ENSMUSG00000029397,Rchy1,1,0.453,0.218,0.661543506
ENSMUSG00000032320,Rcn2,-0.8,1.24,0.308,0.511449283
ENSMUSG00000037896,Rcor1,-4.6,0.766,0.402,0.395773947
ENSMUSG00000024968,Rcor2,0.7,0.848,0.386,0.413412695
ENSMUSG00000040723,Rcsd1,0,0,0.594,0.226213555
ENSMUSG00000020907,Rcvrn,1.9,0.773,0.288,0.540607512
ENSMUSG00000066441,Rdh11,0,0,0.594,0.226213555
ENSMUSG00000021123,Rdh12,0.1,0.00336,0.739,0.131355562
ENSMUSG00000008435,Rdh13,4.9,3.26,0.0395,1.403402904
ENSMUSG00000020621,Rdh14,0.9,0.0817,0.563,0.249491605
ENSMUSG00000025350,Rdh5,-8.3,0.111,0.529,0.276544328
ENSMUSG00000053773,Rdh8,-6.1,0.977,0.259,0.586700236
ENSMUSG00000010362,Rdm1,3,9.11,0.0116,1.935542011
ENSMUSG00000032050,Rdx,-8,1.5,0.174,0.759450752
ENSMUSG00000002324,Rec8,0,0,0.594,0.226213555
ENSMUSG00000028476,Reck,-0.1,0.00335,0.579,0.237321436
ENSMUSG00000030243,Recql,-1.2,2.77,0.106,0.974694135
ENSMUSG00000033762,Recql4,2.8,1.37,0.104,0.982966661
ENSMUSG00000020752,Recql5,-3.1,7.68,0.0203,1.692503962
ENSMUSG00000020752,Recql5,0,0,0.594,0.226213555
ENSMUSG00000019873,Reep3,2,1.01,0.253,0.596879479
ENSMUSG00000059654,Reg1,0,0,0.766,0.11577123
ENSMUSG00000027876,Reg4,-0.3,0.0618,0.456,0.341035157
ENSMUSG00000020275,Rel,0,0,0.594,0.226213555
ENSMUSG00000024927,Rela,-0.1,0.0164,0.534,0.272458743
ENSMUSG00000002983,Relb,1.5,0.793,0.161,0.793174124
ENSMUSG00000044024,Rell2,3.1,5.64,0.0269,1.57024772
ENSMUSG00000042453,Reln,0,0,0.594,0.226213555
ENSMUSG00000022176,Rem2,1.7,2.33,0.128,0.89279003
ENSMUSG00000070645,Ren1,0.2,0.00682,0.722,0.141462802
ENSMUSG00000031387,Renbp,-6.2,2.5,0.0661,1.179798541
ENSMUSG00000052751,Repin1,0,0,0.72,0.142667504
ENSMUSG00000040855,Reps2,-1.8,4.43,0.036,1.443697499
ENSMUSG00000030110,Ret,-7.9,0.172,0.478,0.320572103
ENSMUSG00000056666,Retsat,0,0,0.766,0.11577123
ENSMUSG00000026082,Rev1,3.5,1.7,0.0865,1.062983893
ENSMUSG00000058833,Rex1bd,2.3,1.74,0.0848,1.071604148
ENSMUSG00000047417,Rexo1,-1.4,2.3,0.13,0.886056648
ENSMUSG00000052406,Rexo4,0,0,0.72,0.142667504
ENSMUSG00000029191,Rfc1,0,0,0.594,0.226213555
ENSMUSG00000023104,Rfc2,-0.3,0.00187,0.715,0.145693958
ENSMUSG00000022881,Rfc4,0,0,0.594,0.226213555
ENSMUSG00000024712,Rfk,0,0,0.766,0.11577123
ENSMUSG00000031706,Rfx1,-0.6,0.505,0.455,0.341988603
ENSMUSG00000024206,Rfx2,0,0,0.72,0.142667504
ENSMUSG00000040929,Rfx3,-0.4,0.244,0.517,0.286509457
ENSMUSG00000020037,Rfx4,-0.1,0.00283,0.713,0.14691047
ENSMUSG00000019900,Rfx6,-5.4,5.29,0.0302,1.519993057
ENSMUSG00000037674,Rfx7,0,0,0.72,0.142667504
ENSMUSG00000057173,Rfx8,0,0,0.72,0.142667504
ENSMUSG00000036120,Rfxank,0,0,0.72,0.142667504
ENSMUSG00000036615,Rfxap,-2,1.31,0.294,0.53165267
ENSMUSG00000022018,Rgcc,-0.3,0.0798,0.431,0.36552273
ENSMUSG00000024186,Rgs11,1.2,0.845,0.387,0.412289035
ENSMUSG00000026360,Rgs2,0,0,0.594,0.226213555
ENSMUSG00000002459,Rgs20,0,0,0.594,0.226213555
ENSMUSG00000038530,Rgs4,0,0,0.594,0.226213555
ENSMUSG00000021219,Rgs6,0,0,0.594,0.226213555
ENSMUSG00000026527,Rgs7,0,0,0.594,0.226213555
ENSMUSG00000020599,Rgs9,1.4,1.44,0.264,0.578396073
ENSMUSG00000028945,Rheb,-0.4,0.053,0.467,0.330683119
ENSMUSG00000030324,Rho,0,0,0.594,0.226213555
ENSMUSG00000007815,Rhoa,0,0,0.594,0.226213555
ENSMUSG00000054364,Rhob,-0.4,0.135,0.367,0.435333936
ENSMUSG00000002233,Rhoc,0,0,0.594,0.226213555
ENSMUSG00000041845,Rhod,0.4,0.172,0.332,0.478861916
ENSMUSG00000029449,Rhof,2.3,0.474,0.213,0.671620397
ENSMUSG00000073982,Rhog,-0.5,0.174,0.33,0.48148606
ENSMUSG00000029204,Rhoh,0,0,0.594,0.226213555
ENSMUSG00000046768,Rhoj,0,0,0.594,0.226213555
ENSMUSG00000039960,Rhou,-3.3,9.1,0.0184,1.735182177
ENSMUSG00000030494,Rhpn2,0,0,0.594,0.226213555
ENSMUSG00000050310,Rictor,-0.5,0.216,0.301,0.521433504
ENSMUSG00000022323,Rida,-2.6,1.23,0.214,0.669586227
ENSMUSG00000036202,Rif1,0,0,0.594,0.226213555
ENSMUSG00000037386,Rims2,0,0,0.594,0.226213555
ENSMUSG00000028999,Rint1,0,0,0.594,0.226213555
ENSMUSG00000024404,Riok3,-0.5,0.131,0.508,0.294136288
ENSMUSG00000022724,Riox2,0,0,0.72,0.142667504
ENSMUSG00000021408,Ripk1,-8.3,0.99,0.257,0.590066877
ENSMUSG00000041135,Ripk2,0,0,0.766,0.11577123
ENSMUSG00000022221,Ripk3,0.9,0.151,0.496,0.304518324
ENSMUSG00000005251,Ripk4,-7.5,0.0106,0.708,0.149966742
ENSMUSG00000047897,Ripply2,-1.4,2.86,0.059,1.229147988
ENSMUSG00000048251,Rit1,0.1,0.00572,0.571,0.243363892
ENSMUSG00000057455,Rit2,0,0,0.594,0.226213555
ENSMUSG00000039194,Rlbp1,0,0,0.766,0.11577123
ENSMUSG00000049878,Rlf,0,0,0.72,0.142667504
ENSMUSG00000037991,Rmi2,0,0,0.72,0.142667504
ENSMUSG00000035896,Rnase1,0,0,0.594,0.226213555
ENSMUSG00000021880,Rnase6,-4.4,1.81,0.183,0.73754891
ENSMUSG00000052926,Rnaseh2a,-6.1,4.69,0.0402,1.395773947
ENSMUSG00000066800,Rnasel,0,0,0.594,0.226213555
ENSMUSG00000017144,Rnd3,0,0,0.594,0.226213555
ENSMUSG00000036503,Rnf13,3.3,2.34,0.0671,1.17327748
ENSMUSG00000026484,Rnf2,0,0,0.594,0.226213555
ENSMUSG00000070327,Rnf213,0,0,0.594,0.226213555
ENSMUSG00000090083,Rnf8,-0.5,0.11,0.398,0.400116928
ENSMUSG00000028274,Rngtt,5.9,5.43,0.0285,1.54515514
ENSMUSG00000038650,Rnh1,0,0,0.594,0.226213555
ENSMUSG00000071573,Rnls,0,0,0.594,0.226213555
ENSMUSG00000027981,Rnpc3,-4.4,3.18,0.0911,1.040481623
ENSMUSG00000034681,Rnps1,0,0,0.72,0.142667504
ENSMUSG00000022883,Robo1,1.4,0.729,0.169,0.772113295
ENSMUSG00000052516,Robo2,-1.8,4.26,0.0377,1.42365865
ENSMUSG00000024290,Rock1,0,0,0.766,0.11577123
ENSMUSG00000020580,Rock2,-2.4,1.41,0.187,0.728158393
ENSMUSG00000022540,Rogdi,0,0,0.594,0.226213555
ENSMUSG00000035305,Ror1,-6.5,1.08,0.343,0.46470588
ENSMUSG00000021464,Ror2,0,0,0.72,0.142667504
ENSMUSG00000032238,Rora,0,0,0.766,0.11577123
ENSMUSG00000036192,Rorb,0.6,0.302,0.264,0.578396073
ENSMUSG00000028150,Rorc,0,0,0.72,0.142667504
ENSMUSG00000019893,Ros1,6.9,10.8,0.00307,2.512861625
ENSMUSG00000046049,Rp1l1,0,0,0.594,0.226213555
ENSMUSG00000032239,Rp9,-6.6,1.39,0.277,0.557520231
ENSMUSG00000034032,Rpap1,0,0,0.72,0.142667504
ENSMUSG00000026005,Rpe,0,0,0.594,0.226213555
ENSMUSG00000057132,Rpgrip1,1.8,1.3,0.109,0.962573502
ENSMUSG00000033282,Rpgrip1l,0.6,0.0443,0.48,0.318758763
ENSMUSG00000053604,Rpia,-0.1,0.00374,0.737,0.132532512
ENSMUSG00000060499,Rpl10l,0,0,0.766,0.11577123
ENSMUSG00000074129,Rpl13a,0,0,0.594,0.226213555
ENSMUSG00000017404,Rpl19,0.5,0.0515,0.606,0.217527376
ENSMUSG00000028936,Rpl22,0,0,0.594,0.226213555
ENSMUSG00000046364,Rpl27a,-0.3,0.144,0.556,0.254925208
ENSMUSG00000062997,Rpl35,0,0,0.594,0.226213555
ENSMUSG00000057322,Rpl38,0,0,0.594,0.226213555
ENSMUSG00000029614,Rpl6,-0.1,0.00635,0.704,0.152427341
ENSMUSG00000091086,Rpl6l,-0.3,0.0934,0.587,0.231361899
ENSMUSG00000003970,Rpl8,0,0,0.72,0.142667504
ENSMUSG00000030062,Rpn1,-0.2,0.0267,0.516,0.287350298
ENSMUSG00000024800,Rpp30,0,0,0.72,0.142667504
ENSMUSG00000040446,Rprd1a,0,0,0.72,0.142667504
ENSMUSG00000075334,Rprm,0.7,0.244,0.287,0.542118103
ENSMUSG00000051518,Rps19bp1,1.2,0.805,0.395,0.403402904
ENSMUSG00000031309,Rps6ka3,-0.8,0.499,0.343,0.46470588
ENSMUSG00000024952,Rps6ka4,2.1,0.891,0.271,0.567030709
ENSMUSG00000021180,Rps6ka5,0.7,0.23,0.442,0.354577731
ENSMUSG00000025665,Rps6ka6,-5.2,0.697,0.301,0.521433504
ENSMUSG00000020516,Rps6kb1,-0.9,0.425,0.361,0.442492798
ENSMUSG00000024830,Rps6kb2,0.4,0.00998,0.709,0.149353765
ENSMUSG00000025583,Rptor,2.6,2.02,0.0749,1.125518182
ENSMUSG00000031880,Rrad,2.4,4.65,0.034,1.468521083
ENSMUSG00000055723,Rras2,0,0,0.594,0.226213555
ENSMUSG00000022292,Rrm2b,0,0,0.594,0.226213555
ENSMUSG00000022682,Rrn3,-5.5,3.78,0.0707,1.150580586
ENSMUSG00000058392,Rrp1b,0,0,0.72,0.142667504
ENSMUSG00000023971,Rrp36,-0.7,0.712,0.413,0.384049948
ENSMUSG00000018040,Rrp7a,0,0,0.72,0.142667504
ENSMUSG00000041506,Rrp9,0,0,0.766,0.11577123
ENSMUSG00000061024,Rrs1,-1.5,0.245,0.516,0.287350298
ENSMUSG00000035623,Rsf1,0.7,0.621,0.431,0.36552273
ENSMUSG00000005846,Rsl1d1,0,0,0.72,0.142667504
ENSMUSG00000032215,Rsl24d1,0,0,0.766,0.11577123
ENSMUSG00000024033,Rsph1,-0.1,0.0249,0.519,0.284832642
ENSMUSG00000039552,Rsph4a,0,0,0.72,0.142667504
ENSMUSG00000034544,Rsrc1,3.5,3.39,0.0845,1.073143291
ENSMUSG00000000339,Rtca,-0.2,0.0104,0.708,0.149966742
ENSMUSG00000038685,Rtel1,-0.8,0.987,0.139,0.8569852
ENSMUSG00000027304,Rtf1,-1.3,3.09,0.0947,1.023650021
ENSMUSG00000049191,Rtl5,-0.2,0.0479,0.475,0.32330639
ENSMUSG00000055745,Rtl6,0,0,0.594,0.226213555
ENSMUSG00000067925,Rtl8a,0,0,0.594,0.226213555
ENSMUSG00000067924,Rtl8b,0,0,0.594,0.226213555
ENSMUSG00000085584,Rtl9,0,0,0.594,0.226213555
ENSMUSG00000020458,Rtn4,-0.2,0.0594,0.458,0.339134522
ENSMUSG00000043811,Rtn4r,0,0,0.594,0.226213555
ENSMUSG00000034959,Rubcnl,2.6,1.25,0.113,0.946921557
ENSMUSG00000022952,Runx1,-4.4,44.7,3.90E-05,4.408935393
ENSMUSG00000006586,Runx1t1,0,0,0.594,0.226213555
ENSMUSG00000039153,Runx2,-5.7,41.6,4.20E-05,4.37675071
ENSMUSG00000070691,Runx3,-1.6,3.06,0.056,1.251811973
ENSMUSG00000030079,Ruvbl1,1,0.457,0.217,0.663540266
ENSMUSG00000019782,Rwdd1,-6.5,2.77,0.106,0.974694135
ENSMUSG00000041079,Rwdd2b,1.3,2.34,0.127,0.896196279
ENSMUSG00000031568,Rwdd4a,0,0,0.72,0.142667504
ENSMUSG00000072872,Rybp,2,4.45,0.0461,1.336299075
ENSMUSG00000040808,S100g,0,0,0.766,0.11577123
ENSMUSG00000045092,S1pr1,-0.2,0.00899,0.559,0.252588192
ENSMUSG00000024790,Sac3d1,-0.4,0.303,0.263,0.580044252
ENSMUSG00000025240,Sacm1l,0,0,0.766,0.11577123
ENSMUSG00000071054,Safb,-0.3,0.0555,0.464,0.333482019
ENSMUSG00000042625,Safb2,0,0,0.72,0.142667504
ENSMUSG00000031665,Sall1,-4,0.852,0.386,0.413412695
ENSMUSG00000049532,Sall2,0.7,0.0764,0.6,0.22184875
ENSMUSG00000027547,Sall4,0,0,0.72,0.142667504
ENSMUSG00000090812,Samd15,0.2,0.0336,0.499,0.301899454
ENSMUSG00000021838,Samd4,-0.2,0.0313,0.65,0.187086643
ENSMUSG00000061104,Sap18b,0,0,0.72,0.142667504
ENSMUSG00000031609,Sap30,-0.3,0.121,0.569,0.244887734
ENSMUSG00000020755,Sap30bp,-0.6,0.206,0.307,0.512861625
ENSMUSG00000020519,Sap30l,0,0,0.72,0.142667504
ENSMUSG00000020386,Sar1b,-2.3,2.32,0.0776,1.110138279
ENSMUSG00000078427,Sarnp,2.7,3.67,0.0754,1.122628654
ENSMUSG00000018974,Sart3,0,0,0.72,0.142667504
ENSMUSG00000015305,Sash1,0.3,0.0372,0.49,0.30980392
ENSMUSG00000069835,Sat2,0,0,0.594,0.226213555
ENSMUSG00000038331,Satb2,-0.3,0.15,0.553,0.257274869
ENSMUSG00000025527,Satl1,0,0,0.594,0.226213555
ENSMUSG00000021067,Sav1,0.1,0.0132,0.687,0.163043263
ENSMUSG00000025337,Sbds,0,0,0.594,0.226213555
ENSMUSG00000036529,Sbf1,1.7,1.11,0.235,0.628932138
ENSMUSG00000038371,Sbf2,-6.1,0.859,0.275,0.560667306
ENSMUSG00000042978,Sbk1,-8,1.9,0.124,0.906578315
ENSMUSG00000030433,Sbk2,-12.9,4.53,0.0201,1.696803943
ENSMUSG00000035673,Sbno2,0.7,0.441,0.22,0.657577319
ENSMUSG00000022983,Scaf4,1.6,4.78,0.0382,1.417936637
ENSMUSG00000046201,Scaf8,0.6,0.294,0.502,0.299296283
ENSMUSG00000046229,Scand1,1.6,1.25,0.306,0.514278574
ENSMUSG00000032485,Scap,0.7,0.197,0.313,0.504455662
ENSMUSG00000034007,Scaper,0.9,1.09,0.341,0.467245621
ENSMUSG00000024653,Scgb1a1,0,0,0.594,0.226213555
ENSMUSG00000064057,Scgb3a1,-0.4,0.386,0.236,0.627087997
ENSMUSG00000026307,Scly,-0.4,0.0304,0.644,0.191114133
ENSMUSG00000044770,Scml4,0,0,0.72,0.142667504
ENSMUSG00000034115,Scn11a,0,0,0.766,0.11577123
ENSMUSG00000075318,Scn2a,1.2,0.167,0.481,0.317854924
ENSMUSG00000070304,Scn2b,0,0,0.766,0.11577123
ENSMUSG00000049281,Scn3b,1.2,0.567,0.193,0.714442691
ENSMUSG00000001027,Scn4a,-0.7,0.242,0.437,0.359518563
ENSMUSG00000046480,Scn4b,0.1,0.0039,0.737,0.132532512
ENSMUSG00000000278,Scpep1,0.2,0.0231,0.662,0.179142011
ENSMUSG00000048385,Scrt1,-2.5,0.556,0.444,0.35261703
ENSMUSG00000060257,Scrt2,-3.7,4.09,0.0578,1.238072162
ENSMUSG00000026387,Sctr,0,0,0.766,0.11577123
ENSMUSG00000069539,Scyl2,5.2,3.03,0.0452,1.344861565
ENSMUSG00000026584,Scyl3,1.9,0.473,0.349,0.457174573
ENSMUSG00000029415,Sdad1,0,0,0.594,0.226213555
ENSMUSG00000022261,Sdc2,-0.5,0.239,0.29,0.537602002
ENSMUSG00000026504,Sdccag8,-0.3,0.0796,0.431,0.36552273
ENSMUSG00000021577,Sdha,-0.3,0.023,0.662,0.179142011
ENSMUSG00000009863,Sdhb,0,0,0.594,0.226213555
ENSMUSG00000000171,Sdhd,-0.4,0.053,0.467,0.330683119
ENSMUSG00000029597,Sds,0,0,0.766,0.11577123
ENSMUSG00000029596,Sdsl,0,0,0.766,0.11577123
ENSMUSG00000003585,Sec14l2,0,0,0.766,0.11577123
ENSMUSG00000054986,Sec14l3,1,0.353,0.385,0.41453927
ENSMUSG00000019368,Sec14l4,-1.3,0.862,0.275,0.560667306
ENSMUSG00000075703,Selenoi,0,0,0.766,0.11577123
ENSMUSG00000035757,Selenoo,0.7,0.163,0.342,0.465973894
ENSMUSG00000040254,Sema3d,0,0,0.594,0.226213555
ENSMUSG00000025207,Sema4g,0,0,0.72,0.142667504
ENSMUSG00000033075,Senp1,0,0,0.594,0.226213555
ENSMUSG00000022772,Senp5,0,0,0.594,0.226213555
ENSMUSG00000034252,Senp6,3.8,2.5,0.0641,1.19314197
ENSMUSG00000026662,Sephs1,-0.1,0.000357,0.592,0.227678293
ENSMUSG00000017707,Serinc3,0.3,0.0982,0.584,0.233587153
ENSMUSG00000027808,Serp1,-7.4,0.814,0.282,0.549750892
ENSMUSG00000041567,Serpina12,1.2,0.557,0.195,0.709965389
ENSMUSG00000041550,Serpina5,1.7,1.78,0.139,0.8569852
ENSMUSG00000031271,Serpina7,-0.2,0.0394,0.487,0.312471039
ENSMUSG00000062345,Serpinb2,0.1,0.00469,0.733,0.134896025
ENSMUSG00000058017,Serpinb3d,-0.4,0.071,0.575,0.240332155
ENSMUSG00000026715,Serpinc1,0.1,0.00268,0.744,0.128427064
ENSMUSG00000022766,Serpind1,-0.3,0.028,0.65,0.187086643
ENSMUSG00000037411,Serpine1,0,0,0.594,0.226213555
ENSMUSG00000023224,Serping1,0,0,0.594,0.226213555
ENSMUSG00000008384,Sertad1,0,0,0.72,0.142667504
ENSMUSG00000049800,Sertad2,-2.1,1.42,0.269,0.57024772
ENSMUSG00000055200,Sertad3,-4.2,1.21,0.314,0.503070352
ENSMUSG00000038332,Sesn1,-0.6,0.604,0.187,0.728158393
ENSMUSG00000028893,Sesn2,0,0,0.594,0.226213555
ENSMUSG00000032009,Sesn3,0,0,0.594,0.226213555
ENSMUSG00000054766,Set,1.9,3.59,0.0482,1.316952962
ENSMUSG00000024548,Setbp1,0,0,0.72,0.142667504
ENSMUSG00000042308,Setd1a,-0.5,0.307,0.261,0.583359493
ENSMUSG00000044791,Setd2,-5.4,0.592,0.437,0.359518563
ENSMUSG00000037111,Setd7,0,0,0.594,0.226213555
ENSMUSG00000015697,Setdb1,0,0,0.594,0.226213555
ENSMUSG00000071350,Setdb2,-4,2.28,0.131,0.882728704
ENSMUSG00000043535,Setx,0,0,0.594,0.226213555
ENSMUSG00000047281,Sfn,0,0,0.594,0.226213555
ENSMUSG00000028820,Sfpq,-7.9,23.7,0.00137,2.863279433
ENSMUSG00000018822,Sfrp5,0,0,0.594,0.226213555
ENSMUSG00000029439,Sfswap,-1.9,2.82,0.105,0.978810701
ENSMUSG00000017868,Sgk2,-0.5,0.165,0.482,0.316952962
ENSMUSG00000025915,Sgk3,1.5,0.265,0.424,0.372634143
ENSMUSG00000050931,Sgms2,0,0,0.594,0.226213555
ENSMUSG00000023940,Sgo1,0,0,0.594,0.226213555
ENSMUSG00000094443,Sgo2b,0.4,0.0405,0.486,0.313363731
ENSMUSG00000026039,Sgol2a,0,0,0.594,0.226213555
ENSMUSG00000021054,Sgpp1,0.6,0.104,0.538,0.269217724
ENSMUSG00000032908,Sgpp2,0,0,0.594,0.226213555
ENSMUSG00000005043,Sgsh,0,0,0.72,0.142667504
ENSMUSG00000042303,Sgsm3,-0.2,0.0577,0.461,0.336299075
ENSMUSG00000005057,Sh2b2,0.3,0.099,0.413,0.384049948
ENSMUSG00000042594,Sh2b3,4.1,5.14,0.0305,1.515700161
ENSMUSG00000036206,Sh3bp4,0,0,0.594,0.226213555
ENSMUSG00000040990,Sh3kbp1,0.9,0.027,0.654,0.184422252
ENSMUSG00000038738,Shank1,1.1,0.582,0.19,0.721246399
ENSMUSG00000022623,Shank3,0.3,0.177,0.541,0.266802735
ENSMUSG00000022552,Sharpin,-0.7,0.383,0.376,0.424812155
ENSMUSG00000020312,Shc2,0,0,0.594,0.226213555
ENSMUSG00000025403,Shmt2,-0.4,0.0814,0.563,0.249491605
ENSMUSG00000005951,Shpk,0,0,0.766,0.11577123
ENSMUSG00000090112,Shprh,0.9,0.544,0.198,0.70333481
ENSMUSG00000041362,Shtn1,0,0,0.594,0.226213555
ENSMUSG00000025494,Sigirr,4.7,4.16,0.0554,1.256490235
ENSMUSG00000036078,Sigmar1,-0.2,0.0165,0.692,0.159893906
ENSMUSG00000037112,Sik2,0.3,0.0203,0.67,0.173925197
ENSMUSG00000034135,Sik3,-0.1,0.00519,0.729,0.137272472
ENSMUSG00000037902,Sirpa,2.2,1.44,0.182,0.739928612
ENSMUSG00000020063,Sirt1,3.5,3.01,0.0567,1.246416941
ENSMUSG00000015149,Sirt2,0,0,0.594,0.226213555
ENSMUSG00000025486,Sirt3,-0.4,0.0983,0.543,0.26520017
ENSMUSG00000054021,Sirt5,2.3,2.56,0.0632,1.199282922
ENSMUSG00000034748,Sirt6,1.9,1.51,0.245,0.610833916
ENSMUSG00000027790,Sis,0,0,0.766,0.11577123
ENSMUSG00000021965,Ska3,-0.3,0.0213,0.525,0.279840697
ENSMUSG00000054074,Skida1,-4,0.334,0.491,0.308918508
ENSMUSG00000040356,Skiv2l,-6.8,6.67,0.021,1.677780705
ENSMUSG00000016018,Skiv2l2,0.3,0.0352,0.644,0.191114133
ENSMUSG00000091519,Skor2,0,0,0.72,0.142667504
ENSMUSG00000036309,Skp1a,0,0,0.594,0.226213555
ENSMUSG00000054115,Skp2,-3.4,2.72,0.0545,1.263603498
ENSMUSG00000017740,Slc12a5,0.3,0.00942,0.711,0.148130399
ENSMUSG00000027130,Slc12a6,2.1,1.99,0.111,0.954677021
ENSMUSG00000029700,Slc13a1,0,0,0.766,0.11577123
ENSMUSG00000018459,Slc13a3,0.7,0.159,0.488,0.311580178
ENSMUSG00000025161,Slc16a3,0.9,0.546,0.332,0.478861916
ENSMUSG00000027896,Slc16a4,-3.9,4.25,0.0235,1.628932138
ENSMUSG00000045775,Slc16a5,-5.9,4.52,0.0202,1.694648631
ENSMUSG00000041920,Slc16a6,1.8,1.06,0.244,0.612610174
ENSMUSG00000032988,Slc16a8,1.2,0.156,0.491,0.308918508
ENSMUSG00000036330,Slc18a1,-0.1,0.00784,0.719,0.14327111
ENSMUSG00000025094,Slc18a2,0,0,0.766,0.11577123
ENSMUSG00000040918,Slc19a2,-2.5,0.96,0.262,0.581698709
ENSMUSG00000038496,Slc19a3,-8.5,1.04,0.247,0.607303047
ENSMUSG00000020142,Slc1a4,-6.7,2.7,0.0553,1.257274869
ENSMUSG00000008932,Slc1a7,0,0,0.766,0.11577123
ENSMUSG00000022199,Slc22a17,-0.2,0.132,0.563,0.249491605
ENSMUSG00000024650,Slc22a6,-1.3,0.875,0.273,0.563837353
ENSMUSG00000063796,Slc22a8,2,1.53,0.17,0.769551079
ENSMUSG00000025792,Slc25a10,-0.8,0.73,0.295,0.530177984
ENSMUSG00000027010,Slc25a12,0,0,0.766,0.11577123
ENSMUSG00000015112,Slc25a13,-6.1,2.41,0.0717,1.144480844
ENSMUSG00000031482,Slc25a15,0,0,0.766,0.11577123
ENSMUSG00000032602,Slc25a20,-4.9,2.62,0.0591,1.228412519
ENSMUSG00000021265,Slc25a29,0.5,0.0581,0.595,0.225483034
ENSMUSG00000031633,Slc25a4,2.8,1.35,0.196,0.707743929
ENSMUSG00000016319,Slc25a5,0.4,0.0466,0.613,0.212539525
ENSMUSG00000001225,Slc26a3,0.2,0.0159,0.681,0.166852888
ENSMUSG00000020651,Slc26a4,0,0,0.594,0.226213555
ENSMUSG00000031808,Slc27a1,0.7,0.557,0.444,0.35261703
ENSMUSG00000027359,Slc27a2,0,0,0.72,0.142667504
ENSMUSG00000027932,Slc27a3,-2.8,3.35,0.0857,1.067019178
ENSMUSG00000059316,Slc27a4,-1.7,1.4,0.274,0.562249437
ENSMUSG00000030382,Slc27a5,-8.6,9.14,0.0116,1.935542011
ENSMUSG00000023942,Slc29a1,-1,0.551,0.33,0.48148606
ENSMUSG00000024891,Slc29a2,0,0,0.72,0.142667504
ENSMUSG00000020100,Slc29a3,1.7,3.76,0.0718,1.143875556
